PKGID,ORDER,BORROWERID,BORROWER,ABBR,COUNTRY,COUNTRYISO3,ISIC
198802044,11,B2976,ISTITUTO DI CREDITO FONDIARIO DELLE VENEZIE SEZIONE DI CREDITO AGRARIO DE MIGLIORAMENTO,,ITALY,ITA,K64
198802044,12,B0589,BANCO DI SARDEGNA SEZIONE SPECIALE DI CREDITO AGRARIO,,ITALY,ITA,K64
198802044,13,B0590,BANCO DI SICILIA SEZIONE DI CREDITO AGRARIO E PESCHERECCIO,,ITALY,ITA,K64
198802044,14,B1109,CASSA CENTRALE DI RISPARMIO VE PER LE PROVINCE SICILANE,SICILCASSA,ITALY,ITA,K64
198802044,15,B0523,BANCA NAZIONALE DELL'AGRICOLTURA SPA,,ITALY,ITA,K64
198802044,16,B3658,MEDIOCREDITO TRENTINO-ALTO-ADIGE-INVESTITIONSBANK TRENTINO SUDTIROL SEZIONE AUTONOMA PER IL CREDITO AGRARIO DI MIGLIORAMENTO,,ITALY,ITA,K64
198802044,17,B3795,MONTE DEI PASCHI DI SIENA SEZIONE DI CREDITO FONDIARIO,,ITALY,ITA,K64
198802044,18,B3082,ISTITUO DI CREDITO DELLE CASSE RURALI ET ARTIGIANE,ICCREA,ITALY,ITA,K64
198802045,1,B2024,EFIBANCA BANCA NAZIONALE DEL LAVOROO SSCI,,ITALY,ITA,K64
198802046,1,B3091,IMI,,ITALY,ITA,K64
198802046,2,B0586,BANCO DI NAPOLI SCI,,ITALY,ITA,K64
198802046,3,B0590,BANCO DI SICILIA SCI,,ITALY,ITA,K64
198802046,4,B1627,CREDIOP,,ITALY,ITA,K64
198802046,5,B1111,CARIPLO,,ITALY,ITA,N82
198802046,6,B3079,ISTITUTO BANCARIO SAN PAOLO DI TORINO,,ITALY,ITA,K64
198802046,7,B3091,CREDITO NAVALI SA DELL'IMI,,ITALY,ITA,K64
198802046,8,B2024,EFIBANCA,,ITALY,ITA,K64
198802047,1,B4633,RCS EDITORI SPA,,ITALY,ITA,C18
198802048,1,B0522,SEZIONE AUTONOMA DI CREDITO FONDIARIO PRESSO LA BANCA NAZIONALE DEL LAVORO,SACF,ITALY,ITA,K64
198802049,1,B4955,SEZIONE AUTONOMA DI CREDITO ALBERGHIERO,,ITALY,ITA,K64
198802049,2,B0522,TURISTICO E SPORTIVO PRESSO LA BANCA NAZIONALE DEL LAVORO,SACATS,ITALY,ITA,K64
198802050,1,B6024,YACHT SHIP ITALY 2,,ITALY,ITA,N77
198802050,2,B6024,YACHT SHIP ITALY 3,,ITALY,ITA,N77
198802051,1,B1206,CENTURY LEASING (UK),,JAPAN,JPN,K64
198802052,1,B4846,SANYO ELECTRIC FINANCE (NETHERLANDS),,JAPAN,JPN,C28
198802053,1,B5359,SUMITOMO TRUST & BANKING CO,,JAPAN,JPN,K64
198802054,1,B6027,YAMAHA MOTOR EUROPE NV,,JAPAN,JPN,K64
198802054,2,B6027,YAMAHA MOTOR INTERNATIONAL FINANCE BV,,JAPAN,JPN,K64
198802055,1,B2864,HYUNDAI AUTO CANADA INC,,KOREA,KOR,C29
198802056,1,B1129,CBIC NEW ZEALAND,,NEW ZEALAND,NZL,O84
198802057,1,B0889,BORREGAARD INDUSTRIES,,NORWAY,NOR,C20
198802058,1,B4723,ROGALANDSBANKEN A/S,,NORWAY,NOR,K64
198802059,1,B2506,SULTANTE OF OMAN,,OMAN,OMN,O84
198802060,1,B1609,COTTON EXPORT CORP OF PAKISTAN,,PAKISTAN,PAK,C13
198802061,1,B1063,CIBC ASIA,,SINGAPORE,SGP,K64
198802062,1,B0473,AUTOPISTAS CONCESIONARIA ASTUR- LEONESA SA,AUCALSA,SPAIN,ESP,F43
198802063,1,B2529,DEPUTACION REGIONAL DE CANTABRIA,,SPAIN,ESP,O84
198802064,1,B2084,EUROFIMA,,SUPRANATIONAL,,U99
198802065,1,B2862,HYLTE BRUKS AB,,SWEDEN,SWE,O84
198802066,1,B5387,SWEDISH EXPORT CREDIT CORP,SEK,SWEDEN,SWE,K64
198802067,1,B1329,CIBA-GEIGY INTERNATIONAL NETHERLAND BV,,SWITZERLAND,CHE,C21
198802068,1,B2970,INSPECTORATE INTERNATIONAL FINANCE NV MERIDIAN LEASING CORP,,SWITZERLAND,CHE,N82
198802069,1,B2838,HUA NAN COMMERCIAL BANK,,TAIWAN,TWN,K64
198802070,1,B0200,ALLIED-LYONS PLC AND DESIGNATED SUBSIDIARIES,,UNITED KINGDOM,GBR,C11
198802071,1,B0932,BRITISH & COMMONWEALTH HOLDINGS PLC,,UNITED KINGDOM,GBR,K64
198802072,1,B0977,BUFORD GROUP,,UNITED KINGDOM,GBR,N82
198802073,1,B1083,CARADON PLC,,UNITED KINGDOM,GBR,C29
198802074,1,B1349,CITIBANK TRUST,CTL,UNITED KINGDOM,GBR,K64
198802075,1,B1355,CITY & PROVINCIAL HOME LOANS,,UNITED KINGDOM,GBR,K64
198802076,1,B2015,ENGLISH CHINA CLAYS PLC,ECC,UNITED KINGDOM,GBR,B07
198802077,1,B2062,UK SUBSIDIARY OF ESSETTE BUSIENSS SYSTEMS INC,,UNITED KINGDOM,GBR,C28
198802078,1,B2232,FIRST MORTGAGE SECURITIES,,UNITED KINGDOM,GBR,K65
198802079,1,B2563,GRAND METROPOLITAN FINANCE PLC,,UNITED KINGDOM,GBR,L68
198802080,1,B5516,THE LAIRD GROUP PLC,,UNITED KINGDOM,GBR,C27
198802081,1,B3432,LEEDS & HOLBECK BUILDING SOCIETY,,UNITED KINGDOM,GBR,K64
198802082,1,B3607,MASSEY-FERGUSON-PERKINS FINANCE CO,,UNITED KINGDOM,GBR,K64
198802083,1,B0176,ALFRED MCALPINE PLC,,UNITED KINGDOM,GBR,F43
198802084,1,B3818,MORTGAGE FUNDING CORP,MFC,UNITED KINGDOM,GBR,K64
198802085,1,B4051,NORTH BRITISH INDUSTRIAL ASSOCIATION,,UNITED KINGDOM,GBR,
198802086,1,B4072,NORTHERN ROCK BUILDING SOCIETY,,UNITED KINGDOM,GBR,K64
198802087,1,B4710,RIVLIN PLC,,UNITED KINGDOM,GBR,
198802088,1,B5486,TESCO PLC,,UNITED KINGDOM,GBR,G47
198802089,1,B5486,TESCO PLC,,UNITED KINGDOM,GBR,G47
198802090,1,B5503,THAMES VALLEY PARK,,UNITED KINGDOM,GBR,R90
198802091,1,B5907,WARD WHITE GROUP PLC,,UNITED KINGDOM,GBR,C14
198802092,1,B5981,WILLIAMS HOLDING PLC,,UNITED KINGDOM,GBR,C32
198802093,1,B0246,AMERICAN BRANDS INC,,UNITED STATES,USA,C12
198802094,1,B0897,BOWATER INC,,UNITED STATES,USA,C17
198802095,1,B1160,CENTEX CORP,,UNITED STATES,USA,F41
198802096,1,B1408,COMBUSTION ENGINEERING INC,,UNITED STATES,USA,F42
198802097,1,B1823,DOW CORNING CORPORTATION,,UNITED STATES,USA,C20
198802098,1,B4795,SAFEWAY STORES INC,,UNITED STATES,USA,G47
198802099,1,B2778,HOMESTAKE MINING CO,,UNITED STATES,USA,B07
198802100,1,B5875,VISHAY INTERTECHNOLOGY INC,,UNITED STATES,USA,C26
198802101,1,B0113,AGRICULTURAL MARKETING AUTHORITY OF ZIMBABWE,,ZIMBABWE,ZWE,O84
198803001,1,B0305,ANSETT TRANSPORT INDUSTRIALS LTD,,AUSTRALIA,AUS,H51
198803002,1,B3981,NEWS INTERNATIONAL PLC,,AUSTRALIA,AUS,C18
198803003,1,B4355,PETROFINA DELAWARE INC,,BELGIUM,BEL,B06
198803004,1,B1531,CONSOLIDATED BATHURST INC,,CANADA,CAN,C17
198803005,1,B2464,REPUBLIC OF COLOMBIA,,COLOMBIA,COL,O84
198803006,1,B1797,DMK - HESSELOE,,DENMARK,DNK,O84
198803006,2,B3775,MK - SEJERO,,DENMARK,DNK,
198803006,3,B1796,DMK - FYN,,DENMARK,DNK,O84
198803007,1,B5480,TEOLLISUUDEN VIOMA OY,,FINLAND,FIN,D35
198803008,1,B0089,AEROSPATIALE SNI,,FRANCE,FRA,C28
198803009,1,B0350,ARJOMARI-PRIOUX SA,,FRANCE,FRA,C16
198803010,1,B0970,BSN SA,,FRANCE,FRA,G47
198803011,1,B1026,CAISSE CENTRALE DES BANQUES POPULAIRES,,FRANCE,FRA,K64
198803012,1,B1033,CAISSE NATIONALE DE CREDIT AGRICOLE,,FRANCE,FRA,K64
198803013,1,B1442,COMPAGNIE DE NAVIGATION MIXTE SA,,FRANCE,FRA,H50
198803014,1,B2031,ENTERPRISE MINIERE CHIMIQUE,,FRANCE,FRA,C20
198803015,1,B2195,FINANCIERE AGACHE SA,,FRANCE,FRA,K64
198803016,1,B2593,GROUPEMENT POUR LE FINANCEMENT DE OUVRAGES DE BATIMENT ET TRAVAUX PUBLICS,GOBTP,FRANCE,FRA,K64
198803017,1,B1341,LAFARGE COPPEE SA,,FRANCE,FRA,C32
198803018,1,B3525,LVMH (MOET HENNESSY LOUIS VUITTON),,FRANCE,FRA,C32
198803018,2,B3525,MOET HENNESSY BV,,FRANCE,FRA,C13
198803018,3,B3525,MOET HENNESSY US CORP,,FRANCE,FRA,C13
198803019,1,B1448,TOTAL INTERNATIONAL LTD,,FRANCE,FRA,B06
198803020,1,B2715,HELLENEC TELECOMMUNICATIONS ORGANZIATION,OTE,GREECE,GRC,J61
198803021,1,B0390,ASIAN OCEANIC HOLDINGS LTD.,,HONG KONG,HKG,K64
198803022,1,B3870,NATIONAL BANK OF HUNGARY,,HUNGARY,HUN,K64
198803023,1,B3414,LARSEN & TOUBRO,,INDIA,IND,C32
198803024,1,B4679,REPUBLIC OF INDONESIA,,INDONESIA,IDN,O84
198803025,1,B1655,CRH FINANCE (UK) PLC,,IRELAND,IRL,C32
198803026,1,B0517,BANCA CATTOLICA DEL VENETO,,ITALY,ITA,K64
198803027,1,B2026,ENTE NAZIONALE PER L'ENGERGIA ELETTRICA,ENEL,ITALY,ITA,D35
198803028,1,B3681,MERLONI ELETTRODOMESTICI SPA,,ITALY,ITA,C28
198803028,2,B3681,MERLONI ARISTON INTERNATIONAL SA,,ITALY,ITA,C26
198803029,1,B5350,SUD LEASING,,ITALY,ITA,K64
198803030,1,B1688,DAICEL INTERNATIONAL FINANCE BV,,JAPAN,JPN,K64
198803031,1,B5359,SUMITOMO BANK (HONG KONG),,JAPAN,JPN,K64
198803032,1,B5588,TOYO TRUST & BANKING CO,,JAPAN,JPN,K64
198803033,1,B3283,KOREA AIR LINES CO LTD,KAL,KOREA,KOR,H51
198803034,1,B3667,MEMEROX - TELEX INTERNATIONAL NV,,NETHERLANDS,NLD,C18
198803035,1,B3932,NEDERLANDSCHE MIDDENSTANDSBANK NV,NMB,NETHERLANDS,NLD,K64
198803036,1,B1692,DAIRY PRODUCTS INVESTMENTS INC,,NEW ZEALAND,NZL,C10
198803037,1,B3324,KRAZ PTY LTD,,NEW ZEALAND,NZL,C29
198803038,1,B3967,NEW ZEALAND DAIRY BOARD FINANCE LTD,,NEW ZEALAND,NZL,K64
198803039,1,B3969,NZI OVERSEAS FINANCE NV,,NEW ZEALAND,NZL,K66
198803040,1,B5014,BERGESEN A/S,,NORWAY,NOR,K64
198803041,1,B5316,DEN NORSKE STATS OLJESELSKAP A/S (STATOIL),,NORWAY,NOR,B06
198803042,1,B4083,NORWEGIAN OIL CONSORTIUM & CO,NOCO,NORWAY,NOR,D35
198803043,1,B5256,SPAREBANKEN ROGALAND,,NORWAY,NOR,K64
198803044,1,B1914,ELECTRICIDADE DE PORTUGAL,EDP,PORTUGAL,PRT,D35
198803045,1,B4599,QUIMICA DE PORTUGAL EP,QUIMIGAL,PORTUGAL,PRT,C20
198803046,1,B3522,LUM CHANG HOLDINGS LTD,,SINGAPORE,SGP,F41
198803047,1,B2739,HIDROELECTRICA ESPANOLA SA,HIDROLA,SPAIN,ESP,D35
198803048,1,B4673,REPSOL OIL INTERNATIONAL LTD,,SPAIN,ESP,B06
198803049,1,B0845,BILSPEDITION PLC,,SPAIN,ESP,R90
198803050,1,B0845,BILSPEDITION PLC,,SPAIN,ESP,R90
198803051,1,B2535,KINGDOM OF THAILAND,,THAILAND,THA,O84
198803052,1,B5495,THAI AIRWAYS INTERNATIONAL LTD,,THAILAND,THA,H51
198803053,1,B5495,THAI AIRWAYS INTERNATIONAL LTD,,THAILAND,THA,H51
198803054,1,B5659,TC ZICARAT BANKASI,,TURKEY,TUR,K64
198803055,1,B0398,ASSOCIATED BRITISH PORTS HOLDINGS PLC,ABPH,UNITED KINGDOM,GBR,H50
198803056,1,B0484,AVIS FINANCE COMPANY (JERSEY) LTD,,UNITED KINGDOM,GBR,G47
198803057,1,B0764,BASS PLC,,UNITED KINGDOM,GBR,C11
198803058,1,B0854,BLACK & DECKER HOLDINGS INC,,UNITED KINGDOM,GBR,C31
198803059,1,B0884,BOOTS COMPANY PLC,,UNITED KINGDOM,GBR,C21
198803060,1,B0918,BRETTON FINANCIAL SERVICES CO LTD,,UNITED KINGDOM,GBR,K64
198803061,1,B0996,C&J CLARK LTD,,UNITED KINGDOM,GBR,C14
198803062,1,B1300,CHRISTIAN SALVESEN PLC,,UNITED KINGDOM,GBR,H49
198803063,1,B1300,CHRISTIAN SALVESEN PLC,,UNITED KINGDOM,GBR,H49
198803064,1,B1383,COATES PLC,,UNITED KINGDOM,GBR,C32
198803065,1,B1873,EBS FINANCE PLC,,UNITED KINGDOM,GBR,K65
198803066,1,B2561,GRANADA GROUP PLC,,UNITED KINGDOM,GBR,C18
198803067,1,B2653,HALIFAX BUILDING SOCIETY,,UNITED KINGDOM,GBR,K64
198803068,1,B2759,HMC FIRST HOME PLC,,UNITED KINGDOM,GBR,L68
198803069,1,B2899,INCHCAPE PLC,,UNITED KINGDOM,GBR,K64
198803070,1,B3028,INTERNATIONAL LEISURE GROUP PLC,ILG,UNITED KINGDOM,GBR,R90
198803071,1,B3442,LEP GROUP PLC,,UNITED KINGDOM,GBR,I56
198803072,1,B3848,NACANCO LTD,,UNITED KINGDOM,GBR,C28
198803073,1,B3885,NATIONAL FREIGHT CONSORTIUM PLC,,UNITED KINGDOM,GBR,H49
198803074,1,B4072,NORTHERN ROCK BUILDING SOCIETY,,UNITED KINGDOM,GBR,K64
198803075,1,B4089,NOTTING HILL HOUSING TRUST LTD,,UNITED KINGDOM,GBR,I55
198803076,1,B4474,PREMIER BRANDS LTD,,UNITED KINGDOM,GBR,C11
198803077,1,B4474,PREMIER BRANDK LTD,,UNITED KINGDOM,GBR,C11
198803078,1,B4778,SAATCHI & SAATCHI CO PLC,,UNITED KINGDOM,GBR,M73
198803079,1,B4933,SEDGWICK FINANCE PLC,,UNITED KINGDOM,GBR,K64
198803079,2,B4933,SEDGWICK GROUP INC,,UNITED KINGDOM,GBR,K65
198803080,1,B3705,SCOTTISH METROPOLITAN PROPERTY PLC,,UNITED KINGDOM,GBR,L68
198803081,1,B4991,SHORT BROTHERS PLC,,UNITED KINGDOM,GBR,C28
198803082,1,B5320,STC PLC,,UNITED KINGDOM,GBR,J61
198803083,1,B5320,STC PLC,,UNITED KINGDOM,GBR,J61
198803084,1,B5363,SUN ALLIANCE LONDON INSURANCE CO,,UNITED KINGDOM,GBR,K65
198803085,1,B5761,UNITED NEWSPAPER PLC,,UNITED KINGDOM,GBR,C18
198803086,1,B5760,UNITED NEWS SHOP LTD,,UNITED KINGDOM,GBR,
198803087,1,B5982,WILLIS FARBER PLC,,UNITED KINGDOM,GBR,K65
198803088,1,B6044,Y J LOVELL (HOLDINGS) PLC,,UNITED KINGDOM,GBR,F41
198803089,1,B0246,AMERICAN BRANDS INC,,UNITED STATES,USA,C12
198803090,1,B0828,BETHLEHEM STEEL CORP,,UNITED STATES,USA,C24
198803091,1,B1245,CHARLESTON TOWN CENTER,,UNITED STATES,USA,R90
198803092,1,B1349,CITICORP,,UNITED STATES,USA,K64
198803093,1,B1534,CONSOLIDATED NATURAL GAS CO,,UNITED STATES,USA,D35
198803094,1,B2221,FIRST BANK SYSTEM INC,,UNITED STATES,USA,K64
198803095,1,B2572,GREAT WESTERN BANK,,UNITED STATES,USA,K64
198803096,1,B2822,HOUSEHOLD FINANCE CORP,HFC,UNITED STATES,USA,K64
198803097,1,B2290,FORMOSA PLASTICS,,UNITED STATES,USA,C20
198803098,1,B3145,JI CASE CREDIT CORP,,UNITED STATES,USA,K64
198803099,1,B3236,KERR MCGEE (UK) LTD,,UNITED STATES,USA,D35
198803100,1,B3594,MARRIOTT CORP,,UNITED STATES,USA,I55
198803101,1,B3636,MEAD CORP,,UNITED STATES,USA,C17
198803102,1,B3798,MONTGOMERY WARD INC,,UNITED STATES,USA,G47
198803103,1,B4268,PARK RIDGE CORP,,UNITED STATES,USA,I55
198803104,1,B4317,PENNSYLVANIA COAL RESOURCES CORP,,UNITED STATES,USA,B07
198803105,1,B4482,PRIMERIEA CORP,,UNITED STATES,USA,K65
198803106,1,B3847,RJR NABISCO INC,,UNITED STATES,USA,C10
198803107,1,B4772,RYDER SYSTEM INC,,UNITED STATES,USA,N77
198803108,1,B5479,TENNECO INC,,UNITED STATES,USA,C28
198803109,1,B5573,TOPPS CO,,UNITED STATES,USA,C10
198803110,1,B5710,UNION CARBIDE CORP,,UNITED STATES,USA,C20
198803110,2,B5710,UNION CARBIDE EUROFINANCE BV,,UNITED STATES,USA,C20
198803111,1,B5884,VNESHORTGBANK,,USSR,SUN,K64
198803112,1,B3688,METALLGESELLSCHAFT FINANCE JERSEY LTD,,WEST GERMANY,DEU,K64
198804001,1,B0734,BADR,,ALGERIA,DZA,G46
198804002,1,B3609,MASSUH SA,,ARGENTINA,ARG,C17
198804003,1,B1063,CIBC AUSTRALIA,,AUSTRALIA,AUS,K64
198804004,1,B1687,DAI-ICHI KANGYO AUSTRALIA,,AUSTRALIA,AUS,K64
198804005,1,B4744,SHELL AUSTRALIA,,AUSTRALIA,AUS,B06
198804006,1,B5575,TORONTO-DOMINION AUSTRALIA,,AUSTRALIA,AUS,N82
198804007,1,B5137,GENFINANCE LUXENBOURG SA,,BELGIUM,BEL,
198804008,1,B2153,FEDERAL BUSINESS DEVELOPMENT BANK,FBDB,CANADA,CAN,K64
198804009,1,B1276,CHINA INTERNATIONAL TRUST & INVESTMENT CORP,CITIC,CHINA,CHN,K64
198804010,1,B6052,YUE XIE FINANCE CO,,CHINA,CHN,K64
198804011,1,B5060,SKOPBANK,,FINLAND,FIN,K64
198804012,1,B0102,AGENCE HAVAS,,FRANCE,FRA,C18
198804013,1,B1786,DIFFUSION INDUSTRIELE ET AUTOMOBILE PAR LE CREDIT,DIAC,FRANCE,FRA,G45
198804014,1,B1806,DMC SA,,FRANCE,FRA,G45
198804015,1,B3378,LA REDOUTE SA,,FRANCE,FRA,G47
198804016,1,B3381,LA SOCIETE LYONNAISE DES EAUX,,FRANCE,FRA,D35
198804017,1,B4513,PEUGEOT SA,,FRANCE,FRA,C29
198804018,1,B5802,USINOR SACILOR SA,,FRANCE,FRA,C24
198804019,1,B0067,ADMIRALTY DEVELOPMENT,ADL,HONG KONG,HKG,F41
198804020,1,B1616,COUNTRY LUCK INVESTMENT,,HONG KONG,HKG,
198804020,2,B2791,HK LAND (HARCOURT HOUSE),,HONG KONG,HKG,L68
198804021,1,B3251,KING TAI DEVELOPMENT,,HONG KONG,HKG,L68
198804022,1,B6004,WORLD INTERNATIONAL (HOLDINGS),,HONG KONG,HKG,C26
198804023,1,B2906,INDIAN FARMERS FERTILIZER CO-OPERATIVE,IFCO,INDIA,IND,C20
198804024,1,B4146,OIL & NATURAL GAS COMMISSION,ONGC,INDIA,IND,B06
198804025,1,B0882,BONTANG PROJECT FINANCE,,INDONESIA,IDN,
198804025,2,B4342,PERTAMINA,,INDONESIA,IDN,D35
198804026,1,B2149,FEDER CONSORZI,,ITALY,ITA,O84
198804027,1,B3096,ISVEIMER,,ITALY,ITA,K64
198804028,1,B3996,NISSAN FINANCE UK,,JAPAN,JPN,K65
198804029,1,B3996,NISSAN FINANCE UK,,JAPAN,JPN,K65
198804030,1,B3260,KLM PENSIOENFONDSEN,,NETHERLANDS,NLD,K64
198804031,1,B3277,KONINKLIJKE AHOLD NV,,NETHERLANDS,NLD,G47
198804032,1,B2181,FIAT CREDIT NV CURACAO,,NETHERLANDS ANTILLES,NLD,
198804033,1,B2243,FISHER & PAYKEL PACIFIC,,NEW ZEALAND,NZL,G46
198804034,1,B3909,NATIONAL PICTURES,,NEW ZEALAND,NZL,
198804035,1,B3317,KOSMOS A/S,,NORWAY,NOR,H50
198804036,1,B3317,KOSMOS A/S,,NORWAY,NOR,H50
198804037,1,B1914,ELECTRICIDADE DE PORTUGAL,EDP,PORTUGAL,PRT,D35
198804038,1,B4272,PARKWAY HOLDINGS PTE,,SINGAPORE,SGP,Q86
198804039,1,B2084,EUROFIMA,,SUPRANATIONAL,,U99
198804040,1,B2955,INDUSTRIFORVALTNINGS AB KUNNEVIK,,SWEDEN,SWE,K64
198804041,1,B2533,KINGDOM OF SWEDEN,,SWEDEN,SWE,O84
198804042,1,B5889,VOLVO AB,,SWEDEN,SWE,C29
198804043,1,B2758,HLR ACQUISITION INC,,SWITZERLAND,CHE,
198804044,1,B2535,KINGDOM OF THAILAND,,THAILAND,THA,O84
198804045,1,B1457,COMPAGNIE DES PHOSPHATES DE GAFSA,,TUNISIA,TUN,B07
198804046,1,B2998,INTERBANK,,TURKEY,TUR,K64
198804047,1,B5655,TURK EKONOMI BANKASI,,TURKEY,TUR,K64
198804048,1,B0146,AJB INDUSTRIES,,UNITED KINGDOM,GBR,M74
198804049,1,B0298,ANGLO OVERSEAS TRUST PLC,,UNITED KINGDOM,GBR,K64
198804050,1,B0480,AVCO TRUST,,UNITED KINGDOM,GBR,K64
198804051,1,B0768,BAT INDUSTRIES PLC,,UNITED KINGDOM,GBR,C12
198804051,2,B0767,BAT CAPITAL CORP,,UNITED KINGDOM,GBR,C12
198804052,1,B0826,BET FINANCE PLC,,UNITED KINGDOM,GBR,K64
198804052,2,B0826,BET FINANCE BV,,UNITED KINGDOM,GBR,K64
198804053,1,B0826,BET FINANCE PLC,,UNITED KINGDOM,GBR,K64
198804054,1,B0897,BOWATER INDUSTRIES PLC,,UNITED KINGDOM,GBR,C17
198804055,1,B1096,CARLTON GATE DEVELOPMENT,,UNITED KINGDOM,GBR,C18
198804056,1,B1102,CARROLL INDUSTRIES CORP PLC,,UNITED KINGDOM,GBR,C28
198804057,1,B1300,CHRISTIAN SALVESEN PLC,,UNITED KINGDOM,GBR,H49
198804058,1,B1400,COLOROLL GROUP PLC,,UNITED KINGDOM,GBR,C31
198804059,1,B1520,CONFEDERATION LIFE INSURANCE,,UNITED KINGDOM,GBR,K65
198804060,1,B1562,CONTROL SECURITIES PLC,,UNITED KINGDOM,GBR,C20
198804061,1,B2747,HILLSDOWN HOLDINGS PLC,,UNITED KINGDOM,GBR,C10
198804062,1,B2770,HOME BRIDGING,,UNITED KINGDOM,GBR,K64
198804063,1,B3423,LEADING LEISURE PLC,,UNITED KINGDOM,GBR,
198804064,1,B3889,NATIONAL HOME LOANS CORP,NHL,UNITED KINGDOM,GBR,K64
198804065,1,B4205,OVERSEAS INVESTMENT TRUST PLC,,UNITED KINGDOM,GBR,K64
198804066,1,B4297,PEARSON PLC,,UNITED KINGDOM,GBR,J58
198804067,1,B4441,POLLY PECK INTERNATIONAL PLC,,UNITED KINGDOM,GBR,C13
198804068,1,B4474,PREMIER BRANDS,,UNITED KINGDOM,GBR,C11
198804069,1,B4731,ROSEHAUGH PLC,,UNITED KINGDOM,GBR,L68
198804070,1,B3705,SCOTTISH METROPOLITAN PROPERTY PLC,,UNITED KINGDOM,GBR,L68
198804071,1,B5025,SIMON ENGINEERING PLC,,UNITED KINGDOM,GBR,F42
198804072,1,B5052,SKETCHLY PLC,,UNITED KINGDOM,GBR,N77
198804073,1,B5055,SKILLION HOLDINGS,,UNITED KINGDOM,GBR,
198804074,1,B5063,SLOUGH ESTATES PLC,,UNITED KINGDOM,GBR,L68
198804075,1,B5537,THOMPSON REAL ESTATE JAPAN INC,,UNITED KINGDOM,GBR,L68
198804076,1,B5768,UNITED SCIENTIFIC HOLDINGS PLC,HSU,UNITED KINGDOM,GBR,
198804077,1,B5964,WH SMITH,,UNITED KINGDOM,GBR,G47
198804078,1,B6010,WPP GROUP PLC,,UNITED KINGDOM,GBR,J60
198804079,1,B1870,EASTMAN KODAK,,UNITED STATES,USA,C18
198804080,1,B2828,HOUSTON LIGHTING & POWER,,UNITED STATES,USA,D35
198804081,1,B2042,PUBLIC SERVICE ELECTRICITY & GAS COMPANY,,UNITED STATES,USA,D35
198804082,1,B5603,TRANSAMERICA FINANCIAL CORP,,UNITED STATES,USA,K64
198804083,1,B5969,WHITBREAD & CO PLC,,UNITED STATES,USA,I55
198804084,1,B6015,XEROX CORP,,UNITED STATES,USA,C26
198805001,1,B0885,BORAL,,AUSTRALIA,AUS,C32
198805002,1,B0885,BORAL,,AUSTRALIA,AUS,C32
198805003,1,B2433,GOODMAN FIELDER INDUSTRIES,,AUSTRALIA,AUS,C10
198805003,2,B2433,GOODMAN FIELDER WATTIE FINANCE NZ,,AUSTRALIA,AUS,K64
198805004,1,B5308,STATE BANK OF SOUTH AUSTRALIA,,AUSTRALIA,AUS,K64
198805005,1,B0393,ASLK-CGER BANK,,BELGIUM,BEL,K64
198805006,1,B1453,COMPAGNIE INTERNATIONALE DES WAGON LITS ET DU TOURISME,,BELGIUM,BEL,N79
198805007,1,B0876,BOMBARDIER INC,,CANADA,CAN,C29
198805008,1,B1182,CENTRAL CAPITAL CORP,,CANADA,CAN,K64
198805009,1,B2888,IMASCO LTD,,CANADA,CAN,C12
198805010,1,B4352,PETRO-CANADA,,CANADA,CAN,D35
198805011,1,B4724,ROGERS CABLESYSTEMS INC,,CANADA,CAN,C18
198805012,1,B1348,CITIC HONG KONG HOLDINGS,,CHINA,CHN,K64
198805013,1,B2611,GUANGDONG (NOMINEES),,CHINA,CHN,
198805014,1,B4964,SHANGHAI INVESTMENT & TRUST CORP,,CHINA,CHN,K64
198805015,1,B4964,SHANGHAI INVESTMENT & TRUST CORP,,CHINA,CHN,K64
198805016,1,B5023,SILVER STAR HOTEL,,CHINA,CHN,I55
198805017,1,B1679,CYPRUS GREEK ORTHODOX CHURCH,,CYPRUS,CYP,O84
198805018,1,B3923,HOVEDSTADSREGIONENS NATURGAS I/S,HNG,DENMARK,DNK,D35
198805019,1,B5405,SYDBANK A/S,,DENMARK,DNK,K64
198805020,1,B5405,SYDBANK A/S,,DENMARK,DNK,K64
198805021,1,B3275,KONE FINANCE NV,,FINLAND,FIN,K64
198805022,1,B3946,NESTE OY,,FINLAND,FIN,B06
198805023,1,B0130,AIR INTER SA,,FRANCE,FRA,H51
198805024,1,B2064,ESSILOR INTERNATIONAL SA,,FRANCE,FRA,C26
198805025,1,B3372,LA COMPAGNIE BANCAIRE,,FRANCE,FRA,K64
198805026,1,B3443,LEROY SOMER SA,,FRANCE,FRA,C29
198805027,1,B3629,MCDONALDS FRANCE SA,,FRANCE,FRA,C10
198805027,2,B3629,MCDONALDS SYSTEM OF FRANCE INC,,FRANCE,FRA,C10
198805028,1,B4693,RHONE POULENE SA,RP,FRANCE,FRA,C20
198805029,1,B6061,YVES ST LAURENT SA,YSL,FRANCE,FRA,C14
198805030,1,B0701,BANK OF GREECE,,GREECE,GRC,K64
198805031,1,B0032,ABE INTERNATIONAL VENTURES CORP HOLDING (HK),,HONG KONG,HKG,
198805032,1,B5965,WHARF PROPERTIES,,HONG KONG,HKG,L68
198805033,1,B2786,HONGKONG ELECTRIC COMPANY,,HONG KONG,HKG,D35
198805034,1,B2479,REPUBLIC OF ICELAND,,ICELAND,ISL,O84
198805035,1,B0672,BANK BUMI DAYA,,INDONESIA,IDN,K64
