,original_index,PKGID,ORDER,BORROWERID,BORROWER,CLEAN_BORROWER,ABBR,COUNTRY,COUNTRYISO3,ISIC,CLUSTER,IMPUTED,,
4023,4023,198107092,1,B2511,REPUBLIC OF PERU,REPUBLIC PERU,,PERU,PER,O84,1320,0,,
4122,4122,198108081,1,B2511,MINISTERIO DE TRANSPORTES Y COMMUNICACIONES,MINISTERIO DE TRANSPORTES Y COMMUNICACIONES,,PERU,PER,O84,945,0,,
4486,4486,198111134,1,B2511,REPUBLIC OF PERU,REPUBLIC PERU,,PERU,PER,O84,1320,0,,
4487,4487,198111135,1,B2511,REPUBLIC OF PERU,REPUBLIC PERU,,PERU,PER,O84,1320,0,,
4925,4925,198203050,1,B2511,REPUBLIC OF PERU,REPUBLIC PERU,,PERU,PER,O84,1320,0,,
5959,5959,198302087,1,B2511,REPUBLIC OF PERU THROUGH BANCO DE LA NACION,REPUBLIC PERU THROUGH BANCO DE LA NACION,,PERU,PER,O84,1029,1,,
421,421,197506019,1,B2512,REPUBLIC OF THE PHILIPPINES,REPUBLIC PHILIPPINES,,PHILIPPINES (THE),PHL,O84,1255,0,,
446,446,197508002,2,B2512,THE REPUBLIC OF THE PHILIPPINES,REPUBLIC PHILIPPINES,,PHILIPPINES (THE),PHL,O84,1255,0,,
2233,2233,197906036,1,B2512,THE PHILIPPINES GOVERNMENT,PHILIPPINES GOVERNMENT,,PHILIPPINES,PHL,O84,5453,1,,
3815,3815,198105091,2,B2512,MUNICIPALITY OF MEDELLIN,MUNICIPALITY MEDELLIN,,COLOMBIA,COL,O84,7019,0,,
5825,5825,198301047,1,B2513,POLAND,POLAND,,POLAND,POL,O84,7819,0,,
1441,1441,197804042,1,B2514,THE REPUBLIC OF COSTA RICA,REPUBLIC COSTA RICA,,COSTA RICA,CRI,O84,1294,0,,
1861,1861,197812018,1,B2514,REPUBLIC OF COSTA RICA,REPUBLIC COSTA RICA,,COSTA RICA,CRI,O84,1294,0,,
1925,1925,197901015,1,B2514,REPUBLIC OF COSTA RICA,REPUBLIC COSTA RICA,,COSTA RICA,CRI,O84,1294,0,,
2161,2161,197905026,1,B2514,REPUBLIC OF COSTA RICA,REPUBLIC COSTA RICA,,COSTA RICA,CRI,O84,1294,1,,
1071,1071,197706021,1,B2515,THE REPUBLIC OF CYPRUS,REPUBLIC CYPRUS,,CYPRUS,CYP,O84,1251,1,,
1715,1715,197810020,1,B2515,THE REPUBLIC OF CYPRUS,REPUBLIC CYPRUS,,CYPRUS,CYP,O84,1251,0,,
3618,3618,198102082,1,B2515,REPUBLIC OF CYPRUS,REPUBLIC CYPRUS,,CYPRUS,CYP,O84,1251,0,,
4482,4482,198111130,1,B2515,REPUBLIC OF CYPRUS,REPUBLIC CYPRUS,,CYPRUS,CYP,O84,1251,0,,
4483,4483,198111131,1,B2515,REPUBLIC OF CYPRUS,REPUBLIC CYPRUS,,CYPRUS,CYP,O84,1251,0,,
11672,11672,198801015,1,B2515,GOVERNMENT OF THE REPUBLIC OF CYPRUS,GOVERNMENT REPUBLIC CYPRUS,,CYPRUS,CYP,O84,1300,0,,
1004,1004,197701115,1,B2516,REPUBLIC OF ECUADOR,REPUBLIC ECUADOR,,ECUADOR,ECU,O84,1238,0,,
1165,1165,197709038,1,B2516,THE MUNICIPALITY OF QUITO,MUNICIPALITY QUITO,,ECUADOR,ECU,O84,7018,1,,
1224,1224,197711039,1,B2516,REPUBLIC OF ECUADOR,REPUBLIC ECUADOR,,ECUADOR,ECU,O84,1238,1,,
1229,1229,197711044,1,B2516,THE REPUBLIC OF ECUADOR,REPUBLIC ECUADOR,,ECUADOR,ECU,O84,1238,1,,
1262,1262,197712022,1,B2516,REPUBLIC OF ECUADOR,REPUBLIC ECUADOR,,ECUADOR,ECU,O84,1238,1,,
2047,2047,197903022,1,B2516,REPUBLIC OF ECUADOR,REPUBLIC ECUADOR,,ECUADOR,ECU,O84,1238,1,,
2411,2411,197908074,1,B2516,REPUBLIC OF ECUADOR,REPUBLIC ECUADOR,,,ECU,O84,1238,3,,
2412,2412,197908075,1,B2516,REPUBLIC OF ECUADOR,REPUBLIC ECUADOR,,,ECU,O84,1238,3,,
2494,2494,197909062,1,B2516,REPUBLIC OF ECUADOR,REPUBLIC ECUADOR,,,ECU,O84,1238,3,,
2495,2495,197909063,1,B2516,REPUBLIC OF ECUADOR,REPUBLIC ECUADOR,,,ECU,O84,1238,3,,
2496,2496,197909064,1,B2516,REPUBLIC OF ECUADOR,REPUBLIC ECUADOR,,,ECU,O84,1238,3,,
2497,2497,197909065,1,B2516,REPUBLIC OF ECUADOR,REPUBLIC ECUADOR,,,ECU,O84,1238,3,,
2551,2551,197910032,1,B2516,REPUBLIC OF ECUADOR,REPUBLIC ECUADOR,,ECUADOR,ECU,O84,1238,1,,
2902,2902,198003038,1,B2516,MUNICIPALITY OF QUITO,MUNICIPALITY QUITO,,ECUADOR,ECU,O84,7018,0,,
3105,3105,198007038,1,B2516,REPUBLIC OF ECUADOR,REPUBLIC ECUADOR,,ECUADOR,ECU,O84,1238,0,,
3184,3184,198008057,1,B2516,REPUBLIC OF ECUADOR,REPUBLIC ECUADOR,,ECUADOR,ECU,O84,1238,0,,
3245,3245,198009026,1,B2516,REPUBLIC OF ECUADOR,REPUBLIC ECUADOR,,ECUADOR,ECU,O84,1238,0,,
3300,3300,198010045,1,B2516,REPUBLIC OF ECUADOR,REPUBLIC ECUADOR,,ECUADOR,ECU,O84,1238,0,,
3526,3526,198101066,1,B2516,REPUBLIC OF ECUADOR,REPUBLIC ECUADOR,,ECUADOR,ECU,O84,1238,0,,
3527,3527,198101067,1,B2516,REPUBLIC OF ECUADOR,REPUBLIC ECUADOR,,ECUADOR,ECU,O84,1238,0,,
3816,3816,198105092,1,B2516,REPUBLIC OF ECUADOR,REPUBLIC ECUADOR,,ECUADOR,ECU,O84,1238,0,,
3914,3914,198106073,1,B2516,REPUBLIC OF ECUADOR,REPUBLIC ECUADOR,,ECUADOR,ECU,O84,1238,0,,
4130,4130,198108089,1,B2516,REPUBLIC OF ECUADOR,REPUBLIC ECUADOR,,ECUADOR,ECU,O84,1238,0,,
4131,4131,198108090,1,B2516,REPUBLIC OF ECUADOR,REPUBLIC ECUADOR,,ECUADOR,ECU,O84,1238,0,,
4132,4132,198108091,1,B2516,REPUBLIC OF ECUADOR,REPUBLIC ECUADOR,,ECUADOR,ECU,O84,1238,0,,
4709,4709,198201091,1,B2516,REPUBLIC OF ECUADOR,REPUBLIC ECUADOR,,ECUADOR,ECU,O84,1238,0,,
5137,5137,198205115,1,B2516,REPUBLIC OF ECUADOR,REPUBLIC ECUADOR,,ECUADOR,ECU,O84,1238,0,,
5138,5138,198205116,1,B2516,REPUBLIC OF ECUADOR,REPUBLIC ECUADOR,,ECUADOR,ECU,O84,1238,0,,
5223,5223,198206050,1,B2516,REPUBLIC OF ECUADOR,REPUBLIC ECUADOR,,ECUADOR,ECU,O84,1238,0,,
5487,5487,198209041,1,B2516,REPUBLIC OF ECUADOR,REPUBLIC ECUADOR,,ECUADOR,ECU,O84,1238,0,,
11821,11821,198802029,1,B2516,REPUBLIC OF ECUADOR,REPUBLIC ECUADOR,,ECUADOR,ECU,O84,1238,0,,
2911,2911,198003047,1,B2517,REPUBLIC OF KOREA,REPUBLIC KOREA,,KOREA (THE REPUBLIC OF),KOR,O84,1319,0,,
3188,3188,198008061,1,B2517,REPUBLIC OF KOREA,REPUBLIC KOREA,,KOREA (THE REPUBLIC OF),KOR,O84,1319,0,,
3850,3850,198106017,1,B2517,BUSAN METROPOLITAN GOVERNMENT,BUSAN METROPOLITAN GOVERNMENT,,KOREA (THE REPUBLIC OF),KOR,H49,5455,0,,
3851,3851,198106018,1,B2517,BUSAN METROPOLITAN GOVERNMENT,BUSAN METROPOLITAN GOVERNMENT,,KOREA (THE REPUBLIC OF),KOR,H49,5455,0,,
3852,3852,198106019,1,B2517,BUSAN METROPOLITAN GOVERNMENT,BUSAN METROPOLITAN GOVERNMENT,,KOREA (THE REPUBLIC OF),KOR,H49,5455,0,,
5303,5303,198207063,1,B2517,REPUBLIC OF KOREA,REPUBLIC KOREA,,SOUTH KOREA,KOR,O84,1319,0,,
5613,5613,198210105,1,B2517,SEOUL METROPOLITAN GOVERNMENT,SEOUL METROPOLITAN GOVERNMENT,,SOUTH KOREA,KOR,H49,5456,0,,
5693,5693,198211065,1,B2517,REPUBLIC OF KOREA,REPUBLIC KOREA,,SOUTH KOREA,KOR,O84,1319,0,,
6587,6587,198312017,1,B2517,CITY OF PUSAN,CITY PUSAN,,SOUTH KOREA,KOR,O84,5936,0,,
6651,6651,198401032,1,B2517,PUSAN CITY GOVERNMENT,PUSAN CITY GOVERNMENT,,KOREA,KOR,O84,5451,0,,
11486,11486,198711041,1,B2517,CITY OF PUSAN,CITY PUSAN,,KOREA,KOR,O84,5936,0,,
13671,13671,198907068,1,B2517,SEOUL METROPOLITAN GOVERNMENT,SEOUL METROPOLITAN GOVERNMENT,,KOREA,KOR,O84,5456,0,,
973,973,197701084,1,B2518,THE REPUBLIC OF LIBERIA,REPUBLIC LIBERIA,,LIBERIA,LBR,O84,1260,0,,
1880,1880,197812037,1,B2518,THE REPUBLIC OF LIBERIA,REPUBLIC LIBERIA,,LIBERIA,LBR,O84,1260,0,,
2331,2331,197907087,1,B2518,THE REPUBLIC OF LIBERIA,REPUBLIC LIBERIA,,LIBERIA,LBR,O84,1260,0,,
2332,2332,197907088,1,B2518,THE REPUBLIC OF LIBERIA,REPUBLIC LIBERIA,,LIBERIA,LBR,O84,1260,0,,
1382,1382,197803032,1,B2519,MAURITIUS,MAURITIUS,,MAURITIUS,MUS,O84,6829,0,,
2304,2304,197907060,1,B2519,MAURITIUS,MAURITIUS,,MAURITIUS,MUS,O84,6829,0,,
2305,2305,197907061,1,B2519,MAURITIUS,MAURITIUS,,MAURITIUS,MUS,O84,6829,0,,
3513,3513,198101053,1,B2519,MAURITIUS,MAURITIUS,,MAURITIUS,MUS,O84,6829,0,,
5215,5215,198206042,1,B2519,MAURITIUS,MAURITIUS,,MAURITIUS,MUS,O84,6829,0,,
7644,7644,198411074,1,B2519,GOVERNMENT OF MAURITIUS,GOVERNMENT MAURITIUS,,MAURITIUS,MUS,O84,5446,0,,
590,590,197601021,1,B2520,REPUBLIC OF NICARAGUA,REPUBLIC NICARAGUA,,NICARAGUA,NIC,O84,1265,0,,
1088,1088,197707015,1,B2520,THE REPUBLIC OF NICARAGUA,REPUBLIC NICARAGUA,,NICARAGUA,NIC,O84,1265,1,,
9339,9339,198607061,1,B2520,REPUBLIC OF NICARAGUE,REPUBLIC NICARAGUE,,NICARAGUA,NIC,O84,1269,0,,
153,153,197401152,1,B2521,REPUBLIC OF SENEGAL,REPUBLIC SENEGAL,,SENEGAL,SEN,O84,1261,0,,
1292,1292,197801024,1,B2521,THE REPUBLIC OF SENEGAL,REPUBLIC SENEGAL,,SENEGAL,SEN,O84,1261,0,,
1540,1540,197806041,1,B2521,THE REPUBLIC OF SENEGAL,REPUBLIC SENEGAL,,SENEGAL,SEN,O84,1261,0,,
1825,1825,197811078,1,B2521,THE REPUBLIC OF SENEGAL,REPUBLIC SENEGAL,,SENEGAL,SEN,O84,1261,0,,
231,231,197401228,1,B2522,REPUBLIQUE UNIE DU CAMEROUN,REPUBLIQUE UNIE DU CAMEROUN,,CAMEROON,CMR,O84,7102,0,,
949,949,197701061,1,B2522,UNITED REPUBLIC OF CAMEROON,UNITED REPUBLIC CAMEROON,,CAMEROON,CMR,O84,1292,0,,
1048,1048,197705041,1,B2522,THE UNITED REPUBLIC OF CAMEROON,UNITED REPUBLIC CAMEROON,,CAMEROON,CMR,O84,1292,1,,
1291,1291,197801023,1,B2522,REPUBLIQUE UNIE DU CAMEROUN,REPUBLIQUE UNIE DU CAMEROUN,,CAMEROON,CMR,O84,7102,0,,
2513,2513,197909081,1,B2522,UNITED REPUBLIC OF CAMEROON,UNITED REPUBLIC CAMEROON,,,CMR,O84,1292,3,,
2659,2659,197912101,1,B2522,UNITED REPUBLIC OF CAMEROON,UNITED REPUBLIC CAMEROON,,CAMEROON,CMR,O84,1292,1,,
2660,2660,197912102,1,B2522,UNITED REPUBLIC OF CAMEROON,UNITED REPUBLIC CAMEROON,,CAMEROON,CMR,O84,1292,1,,
4505,4505,198111152,1,B2522,UNITED REPUBLIC OF CAMEROON,UNITED REPUBLIC CAMEROON,,CAMEROON,CMR,O84,1292,0,,
7699,7699,198412005,1,B2522,REPUBLIC OF CAMEROON,REPUBLIC CAMEROON,,CAMEROON,CMR,O84,1284,0,,
10291,10291,198703004,1,B2522,UNITED REPUBLIC OF CAMEROON,UNITED REPUBLIC CAMEROON,,CAMEROON,CMR,O84,1292,0,,
5788,5788,198301012,1,B2523,REPUBLIC OF THE CONGO,REPUBLIC CONGO,,CONGO,COG,O84,1296,0,,
2751,2751,198001087,1,B2524,REPUBLIC OF UPPER VOLTA,REPUBLIC UPPER VOLTA,,UPPER VOLTA,HVO,O84,1312,0,,
9072,9072,198604037,1,B2525,REPUBLICA DI SAN MARINO,REPUBLICA DI SAN MARINO,,ITALY,ITA,O84,4765,0,,
7934,7934,198504063,1,B2526,PUBLIC UTILITY BOARD,PUBLIC UTILITY BOARD,,SINGAPORE,SGP,D35,6457,0,,
7424,7424,198409074,1,B2527,SOLOMAN ISLANDS,SOLOMAN ISLANDS,,SOLOMON ISLANDS,SLB,O84,6744,0,,
3437,3437,198012061,1,B2528,REPUBLIC OF SOUTH AFRICA,REPUBLIC SOUTH AFRICA,,SOUTH AFRICA,ZAF,O84,1258,0,,
6842,6842,198403039,1,B2528,REPUBLIC OF SOUTH AFRICA,REPUBLIC SOUTH AFRICA,,SOUTH AFRICA,ZAF,O84,1258,0,,
806,806,197610013,1,B2529,KINGDOM OR SPAIN,KINGDOM OR SPAIN,,SPAIN,ESP,O84,4285,0,,
1070,1070,197706020,1,B2529,THE KINGDOM OF SPAIN,KINGDOM SPAIN,,SPAIN,ESP,O84,4284,1,,
1103,1103,197708013,1,B2529,KINGDOM OF SPAIN,KINGDOM SPAIN,,SPAIN,ESP,O84,4284,1,,
1398,1398,197803048,1,B2529,THE STATE OF SPAIN,STATE SPAIN,,SPAIN,ESP,O84,4901,0,,
2945,2945,198004025,1,B2529,JUNTA DE DEFENSA NACIONAL,JUNTA DE DEFENSA NACIONAL,,SPAIN,ESP,O84,1122,0,,
3001,3001,198005032,1,B2529,JUNTA DE DEFENSA NACIONAL,JUNTA DE DEFENSA NACIONAL,,SPAIN,ESP,O84,1122,0,,
3387,3387,198012011,1,B2529,CITY OF MADRID,CITY MADRID,,SPAIN,ESP,O84,5959,0,,
3565,3565,198102026,1,B2529,CITY OF BARCELONA,CITY BARCELONA,,SPAIN,ESP,O84,5915,0,,
3789,3789,198105067,1,B2529,KINGDOM OF SPAIN,KINGDOM SPAIN,,SPAIN,ESP,O84,4284,0,,
5032,5032,198205011,1,B2529,AYUNTAMIENTO DE MADRID (CITY OF MADRID),AYUNTAMIENTO DE MADRID CITY MADRID,,SPAIN,ESP,O84,886,0,,
5281,5281,198207043,1,B2529,KINGDOM OF SPAIN,KINGDOM SPAIN,,SPAIN,ESP,O84,4284,1,,
5391,5391,198208070,1,B2529,KINGDOM OF SPAIN,KINGDOM SPAIN,,SPAIN,ESP,O84,4284,0,,
5675,5675,198211047,1,B2529,KINGDOM OF SPAIN,KINGDOM SPAIN,,SPAIN,ESP,O84,4284,0,,
5981,5981,198302109,1,B2529,GENERALITAT DE CATALUNYA,GENERALITAT DE CATALUNYA,,SPAIN,ESP,O84,771,0,,
5982,5982,198302110,1,B2529,KINGDOM OF SPAIN,KINGDOM SPAIN,,SPAIN,ESP,O84,4284,0,,
5983,5983,198302111,1,B2529,KINGDOM OF SPAIN,KINGDOM SPAIN,,SPAIN,ESP,O84,4284,0,,
6297,6297,198307041,1,B2529,CITY OF BARCELONA,CITY BARCELONA,,SPAIN,ESP,O84,5915,0,,
6298,6298,198307042,1,B2529,GENERALITAT DE CATALUNYA,GENERALITAT DE CATALUNYA,,SPAIN,ESP,O84,771,0,,
6299,6299,198307043,1,B2529,GENERALITAT DE CATALUNYA,GENERALITAT DE CATALUNYA,,SPAIN,ESP,O84,771,0,,
6431,6431,198309072,1,B2529,KINGDOM OF SPAIN,KINGDOM SPAIN,,SPAIN,ESP,O84,4284,0,,
6598,6598,198312027,1,B2529,AYUNTAMIENTO DE BARCELONA (CITY OF BARCELONA),AYUNTAMIENTO DE BARCELONA CITY BARCELONA,,SPAIN,ESP,R91,5917,0,,
6848,6848,198403044,1,B2529,KINGDOM OF SPAIN,KINGDOM SPAIN,,SPAIN,ESP,O84,4284,0,,
6895,6895,198404036,1,B2529,KINGDOM OF SPAIN,KINGDOM SPAIN,,SPAIN,ESP,O84,4284,0,,
6896,6896,198404037,1,B2529,KINGDOM OF SPAIN,KINGDOM SPAIN,,SPAIN,ESP,O84,4284,0,,
7137,7137,198407065,1,B2529,AJUNTAMENT DE BARCELONA (CITY OF BARCELONA),AJUNTAMENT DE BARCELONA CITY BARCELONA,,SPAIN,ESP,O84,5916,1,,
7142,7142,198407070,1,B2529,KINGDOM OF SPAIN,KINGDOM SPAIN,,SPAIN,ESP,O84,4284,0,,
7532,7532,198410070,1,B2529,KINGDOM OF SPAIN,KINGDOM SPAIN,,SPAIN,ESP,O84,4284,0,,
7534,7534,198410072,1,B2529,AJUNTAMENT DE BARCELONA (CITY OF BARCELONA),AJUNTAMENT DE BARCELONA CITY BARCELONA,,SPAIN,ESP,O84,5916,1,,
7660,7660,198411089,1,B2529,GENERALITAT DE CATALUNYA,GENERALITAT DE CATALUNYA,,SPAIN,ESP,O84,771,0,,
9481,9481,198608069,1,B2529,KINGDOM OF SPAIN,KINGDOM SPAIN,,SPAIN,ESP,O84,4284,0,,
9831,9831,198611080,1,B2529,AYUNTAMIENTO DE MADRID,AYUNTAMIENTO DE MADRID,,SPAIN,ESP,O84,885,0,,
9963,9963,198612081,1,B2529,AYUNTAMIENTO DE BARCELONA,AYUNTAMIENTO DE BARCELONA,,SPAIN,ESP,R91,876,0,,
9971,9971,198612089,1,B2529,GENERALITAT DE CATALUNA,GENERALITAT DE CATALUNA,,SPAIN,ESP,O84,698,0,,
9974,9974,198612092,1,B2529,JUNTA DE ANDALUCIA,JUNTA DE ANDALUCIA,,SPAIN,ESP,C32,896,0,,
10350,10350,198703057,1,B2529,AJUNTAMENT DE BARCELONA,AJUNTAMENT DE BARCELONA,,SPAIN,ESP,O84,875,0,,
10354,10354,198703061,1,B2529,GENERALITAT DE CATALUNA,GENERALITAT DE CATALUNA,,SPAIN,ESP,O84,698,0,,
10540,10540,198704063,1,B2529,COMUNIDAD DE MURCIA,COMUNIDAD DE MURCIA,,SPAIN,ESP,O84,934,0,,
11203,11203,198709119,1,B2529,GENERALITAT DE CATALUNYA,GENERALITAT DE CATALUNYA,,SPAIN,ESP,O84,771,0,,
11883,11883,198802063,1,B2529,DEPUTACION REGIONAL DE CANTABRIA,DEPUTACION REGIONAL DE CANTABRIA,,SPAIN,ESP,O84,872,0,,
13467,13467,198904054,1,B2529,COMUNIDAD DE MADRID,COMUNIDAD DE MADRID,,SPAIN,ESP,O84,883,0,,
13469,13469,198904056,1,B2529,KINGDOM OF SPAIN,KINGDOM SPAIN,,SPAIN,ESP,O84,4284,0,,
14449,14449,199002032,1,B2529,COMMUNIDAD DE MADRID,COMMUNIDAD DE MADRID,,SPAIN,ESP,O84,884,0,,
14542,14542,199003070,1,B2529,JUNTA DE ANDALUCIA,JUNTA DE ANDALUCIA,,SPAIN,ESP,O84,896,0,,
2318,2318,197907074,1,B2530,REPUBLIC OF SRI LANKA,REPUBLIC SRI LANKA,,SRI LANKA,LKA,O84,1301,0,,
4343,4343,198110052,1,B2530,REPUBLIC OF SRI LANKA,REPUBLIC SRI LANKA,,SRI LANKA,LKA,O84,1301,0,,
5316,5316,198207076,1,B2530,THE GOVERNMENT OF THE DEMOCRATI SOCIALIST REPUBLIC OF SRI LANKA,GOVERNMENT DEMOCRATI SOCIALIST REPUBLIC SRI LANKA,,SRI LANKA,LKA,O84,1302,0,,
5441,5441,198208116,1,B2530,THE GOVERNMENT OF THE DEMOCRATI SOCIALIST REPUBLIC OF SRI LANKA,GOVERNMENT DEMOCRATI SOCIALIST REPUBLIC SRI LANKA,,SRI LANKA,LKA,O84,1302,0,,
10358,10358,198703065,1,B2530,GOVERNMENT OF THE DEMOCRATIC SOCIALIST REPUBLIC OF SRI LANKA,GOVERNMENT DEMOCRATIC SOCIALIST REPUBLIC SRI LANKA,,SRI LANKA,LKA,O84,1303,0,,
11205,11205,198709121,1,B2530,SRI LANKA,SRI LANKA,,SRI LANKA,LKA,O84,7952,0,,
9839,9839,198611088,1,B2531,GOVERNMENT OF ST LUCIA,GOVERNMENT ST LUCIA,,ST LUCIA,LCA,O84,5442,0,,
2022,2022,197902066,1,B2532,THE KINGDOM OF SWAZILAND,KINGDOM SWAZILAND,,SWAZILAND,SWZ,O84,4291,0,,
1043,1043,197705037,1,B2533,THE KINGDOM OF SWEDEN,KINGDOM SWEDEN,,SWEDEN,SWE,O84,4283,1,,
1456,1456,197805006,1,B2533,KINGDOM OF SWEDEN,KINGDOM SWEDEN,,SWEDEN,SWE,O84,4283,0,,
1983,1983,197902031,1,B2533,CITY OF GOTHENBURG,CITY GOTHENBURG,,SWEDEN,SWE,O84,5925,1,,
2838,2838,198002054,1,B2533,KINGDOM OF SWEDEN,KINGDOM SWEDEN,,SWEDEN,SWE,O84,4283,0,,
3239,3239,198009020,1,B2533,KINGDOM OF SWEDEN,KINGDOM SWEDEN,,SWEDEN,SWE,O84,4283,0,,
3415,3415,198012039,1,B2533,KINGDOM OF SWEDEN,KINGDOM SWEDEN,,SWEDEN,SWE,O84,4283,0,,
3893,3893,198106058,1,B2533,KINGDOM OF SWEDEN,KINGDOM SWEDEN,,SWEDEN,SWE,O84,4283,0,,
3894,3894,198106059,1,B2533,KINGDOM OF SWEDEN,KINGDOM SWEDEN,,SWEDEN,SWE,O84,4283,0,,
4113,4113,198108072,1,B2533,KINGDOM OF SWEDEN,KINGDOM SWEDEN,,SWEDEN,SWE,O84,4283,0,,
4913,4913,198203038,1,B2533,KINGDOM OF SWEDEN,KINGDOM SWEDEN,,SWEDEN,SWE,O84,4283,0,,
5475,5475,198209029,1,B2533,KINGDOM OF SWEDEN,KINGDOM SWEDEN,,SWEDEN,SWE,O84,4283,0,,
5840,5840,198301062,1,B2533,CITY OF GOTHENBURG,CITY GOTHENBURG,,SWEDEN,SWE,O84,5925,0,,
5988,5988,198302116,1,B2533,CITY OF GOTHENBURG,CITY GOTHENBURG,,SWEDEN,SWE,O84,5925,0,,
6246,6246,198306040,1,B2533,KINGDOM OF SWEDEN,KINGDOM SWEDEN,,SWEDEN,SWE,O84,4283,0,,
6351,6351,198308039,1,B2533,KINGDOM OF SWEDEN,KINGDOM SWEDEN,,SWEDEN,SWE,O84,4283,0,,
6603,6603,198312032,1,B2533,KINGDOM OF SWEDEN,KINGDOM SWEDEN,,SWEDEN,SWE,O84,4283,0,,
7297,7297,198408105,1,B2533,KINGDOM OF SWEDEN,KINGDOM SWEDEN,,SWEDEN,SWE,O84,4283,0,,
7430,7430,198409080,1,B2533,CITY OF GOTHENBURG FINANCIAL,CITY GOTHENBURG FINANCIAL,,SWEDEN,SWE,O84,5926,0,,
7669,7669,198411098,1,B2533,KINGDOM OF SWEDEN,KINGDOM SWEDEN,,SWEDEN,SWE,O84,4283,0,,
8218,8218,198507081,1,B2533,KINGDOM OF SWEDEN,KINGDOM SWEDEN,,SWEDEN,SWE,O84,4283,0,,
8333,8333,198508075,1,B2533,CITY OF GOTHENBURG,CITY GOTHENBURG,,SWEDEN,SWE,O84,5925,0,,
8334,8334,198508076,1,B2533,KINGDOM OF SWEDEN,KINGDOM SWEDEN,,SWEDEN,SWE,O84,4283,0,,
8335,8335,198508077,1,B2533,KINGDOM OF SWEDEN,KINGDOM SWEDEN,,SWEDEN,SWE,O84,4283,0,,
8474,8474,198510036,1,B2533,KINGDOM OF SWEDEN,KINGDOM SWEDEN,,SWEDEN,SWE,O84,4283,0,,
8723,8723,198512057,1,B2533,CITY OF STOCKHOLM,CITY STOCKHOLM,,SWEDEN,SWE,O84,5951,0,,
8806,8806,198601050,1,B2533,KINGDOM OF SWEDEN,KINGDOM SWEDEN,,SWEDEN,SWE,O84,4283,0,,
9158,9158,198605047,1,B2533,KINGDOM OF SWEDEN,KINGDOM SWEDEN,,SWEDEN,SWE,O84,4283,0,,
10796,10796,198706062,1,B2533,KINGDOM OF SWEDEN,KINGDOM SWEDEN,,SWEDEN,SWE,O84,4283,0,,
11208,11208,198709124,1,B2533,CITY OF MALMO,CITY MALMO,,SWEDEN,SWE,O84,5944,0,,
12083,12083,198804041,1,B2533,KINGDOM OF SWEDEN,KINGDOM SWEDEN,,SWEDEN,SWE,O84,4283,0,,
12536,12536,198808067,1,B2533,CITY OF UPPSALA,CITY UPPSALA,,SWEDEN,SWE,O84,5947,0,,
602,602,197602007,1,B2534,CIVIL AERONAUTICS ADMINISTRATION,CIVIL AERONAUTICS ADMINISTRATION,,TAIWAN (PROVINCE OF CHINA),TWN,H51,7870,0,,
695,695,197605018,1,B2535,THE KINGDOM OF THAILAND,KINGDOM THAILAND,,THAILAND,THA,O84,4281,0,,
1283,1283,197801015,1,B2535,THE KINGDOM OF THAILAND,KINGDOM THAILAND,,THAILAND,THA,O84,4281,0,,
1654,1654,197808047,1,B2535,MINISTRY OF FINANCE OF THE KINGDOM OF THAILAND,MINISTRY FINANCE KINGDOM THAILAND,,THAILAND,THA,O84,4282,0,,
1836,1836,197811089,1,B2535,THE KINGDOM OF THAILAND,KINGDOM THAILAND,,THAILAND,THA,O84,4281,0,,
2387,2387,197908050,1,B2535,KINGDOM OF THAILAND,KINGDOM THAILAND,,,THA,O84,4281,3,,
2539,2539,197910021,1,B2535,KINGDOM OF THAILAND,KINGDOM THAILAND,,THAILAND,THA,O84,4281,1,,
3240,3240,198009021,1,B2535,KINGDOM OF THAILAND,KINGDOM THAILAND,,THAILAND,THA,O84,4281,0,,
3294,3294,198010039,1,B2535,KINGDOM OF THAILAND,KINGDOM THAILAND,,THAILAND,THA,O84,4281,0,,
3507,3507,198101047,1,B2535,KINGDOM OF THAILAND,KINGDOM THAILAND,,THAILAND,THA,O84,4281,0,,
4114,4114,198108073,1,B2535,KINGDOM OF THAILAND,KINGDOM THAILAND,,THAILAND,THA,O84,4281,0,,
4914,4914,198203039,1,B2535,KINGDOM OF THAILAND,KINGDOM THAILAND,,THAILAND,THA,O84,4281,0,,
4988,4988,198204054,1,B2535,KINGDOM OF THAILAND,KINGDOM THAILAND,,THAILAND,THA,O84,4281,0,,
8611,8611,198511105,1,B2535,KINGDOM OF THAILAND,KINGDOM THAILAND,,THAILAND,THA,O84,4281,0,,
9362,9362,198607084,1,B2535,KINGDOM OF THAILAND,KINGDOM THAILAND,,THAILAND,THA,O84,4281,0,,
10374,10374,198703081,1,B2535,KINGDOM OF THAILAND,KINGDOM THAILAND,,THAILAND,THA,O84,4281,0,,
11217,11217,198709133,1,B2535,KINGDOM OF THAILAND,KINGDOM THAILAND,,THAILAND,THA,O84,4281,0,,
11977,11977,198803051,1,B2535,KINGDOM OF THAILAND,KINGDOM THAILAND,,THAILAND,THA,O84,4281,0,,
12086,12086,198804044,1,B2535,KINGDOM OF THAILAND,KINGDOM THAILAND,,THAILAND,THA,O84,4281,0,,
12702,12702,198809110,1,B2535,KINGDOM OF THAILAND,KINGDOM THAILAND,,THAILAND,THA,O84,4281,0,,
