,PKGID,ORDER,BORROWERID,BORROWER,ABBR,COUNTRY,COUNTRYISO3,ISIC,TYPE,PURPOSE,IMPUTED
10272,198702104,1,B1687,DAI-ICHI KANGYO BANK,,JAPAN,JPN,K64,,,0
10273,198702105,1,B1687,DAI-ICHI KANGYO BANK,,JAPAN,JPN,K64,,,0
10274,198702106,1,B3747,MINEBEA INVESTMENT PTE LTD,,JAPAN,JPN,C26,,,0
10275,198702107,1,B3991,NIPPON CREDIT BANK,,JAPAN,JPN,K64,,,0
10276,198702108,1,B4088,NOTIS EUROPE BV,,JAPAN,JPN,M69,,,0
10277,198702109,1,B4804,SAITAMA BANK LTD,,JAPAN,JPN,K64,,,0
10278,198702110,1,B4845,SANWA BANK,,JAPAN,JPN,K64,,,0
10279,198702111,1,B4847,SANYO SHINPAN FINANCE CO,,JAPAN,JPN,K64,,,0
10280,198702112,1,B5418,TAKEFUJI CORP,,JAPAN,JPN,K64,,,0
10281,198702113,1,B5578,TOSHIBA INTERNATIONAL FINANCE BV,,JAPAN,JPN,K64,,,0
10282,198702114,1,B1682,DAEWOO INDUSTRIAL COMPANY LTD,,KOREA,KOR,C30,,,0
10283,198702115,1,B1815,DONG AH CONSORTIUM,,KOREA,KOR,F41,,,0
10284,198702116,1,B2864,HYUNDAI ENGINEERING & CONSTRUCTION CO LTD,,KOREA,KOR,F41,,,0
10285,198702117,1,B4821,SAMSUNG MODSAN LTD,,KOREA,KOR,C29,,,0
10286,198702118,1,B0747,BANQUE NORDEUROPE SA,,LUXEMBOURG,LUX,K64,,,0
10287,198702119,1,B5390,SVENSKA HANDELSBANKEN SA,,LUXEMBOURG,LUX,K64,,,0
10288,198703001,1,B0305,ANSETT TRANSPORT INDUSTRIES LTD,,AUSTRALIA,AUS,H51,,,0
10289,198703002,1,B5624,TRICONTINENTAL CORP LTD,,AUSTRALIA,AUS,C26,,,0
10290,198703003,1,B4194,OSTERREICHISCHE VOLKSBANKE AG,,AUSTRIA,AUT,K64,,,0
10291,198703004,1,B2522,UNITED REPUBLIC OF CAMEROON,,CAMEROON,CMR,O84,,,0
10292,198703005,1,B0484,AVISCAR INC,,CANADA,CAN,N82,,,0
10293,198703006,1,B1063,CANADIAN IMPERIAL BANK OF COMMERCE SA,,CANADA,CAN,K64,,,0
10294,198703007,1,B2368,GENERAL CHEMICAL CANADA LTD,,CANADA,CAN,C20,,,0
10295,198703007,2,B2244,FISHER SCIENTIFIC LTD,,CANADA,CAN,Q86,,,0
10296,198703008,1,B0694,BANK OF CHINA,,CHINA,CHN,K64,,,0
10297,198703009,1,B1276,CHINA INTERNATIONAL TRUST & INVESTMENT CORP,,CHINA,CHN,K64,,,0
10298,198703010,1,B2130,FAELLESFORENINGEN FOR DENMARKS BRUGSFORENINGER,,DENMARK,DNK,G47,,,0
10299,198703011,1,B3224,KEMIRA OY,,FINLAND,FIN,C20,,,0
10300,198703011,2,B3224,KEMIRA BV,,FINLAND,FIN,C20,,,0
10301,198703011,3,B3224,KEMIRA SA/NV,,FINLAND,FIN,C20,,,0
10302,198703011,4,B3224,KEMIRA INC,,FINLAND,FIN,C20,,,0
10303,198703011,5,B3543,MACPHERSON PLC,,FINLAND,FIN,C26,,,0
10304,198703011,6,B5552,TIKKURILA,,FINLAND,FIN,C20,,,0
10305,198703012,1,B2470,REPUBLIC OF FINLAND,,FINLAND,FIN,O84,,,0
10306,198703013,1,B2470,REPUBLIC OF FINLAND,,FINLAND,FIN,O84,,,0
10307,198703014,1,B1028,CAISSE D'AIDE A L'EQUIPEMENT DES COLLECTIVITES LOCALES,,FRANCE,FRA,K64,,,0
10308,198703015,1,B5802,USINOR ACIERS SA,,FRANCE,FRA,C24,,,0
10309,198703016,1,B1834,DSL BANK,,GERMANY,DEU,K64,,,0
10310,198703017,1,B1553,CONTAS ENTERPRISE LTD,,HONG KONG,HKG,,,,1
10311,198703018,1,B2718,HENDERSON PROPERTY FINANCE LTD,,HONG KONG,HKG,L68,,,0
10312,198703019,1,B0182,ALITALIA-LINEE AEREE ITALIANE SPA,,ITALY,ITA,H51,,,0
10313,198703020,1,B0590,BANCO DI SICILIA,,ITALY,ITA,K64,,,0
10314,198703021,1,B2025,ENI INTERNATIONAL BANK LTD,,ITALY,ITA,K64,,,0
10315,198703022,1,B0524,INTERBANCA BANCA PER FINANZIAMENTI A MEDIO E LUNGO TERMINE SPA,,ITALY,ITA,K64,,,0
10316,198703023,1,B5039,SIP SOCIETE ITALIAN PER L'ESERCIZIO TELEFONICO PA,,ITALY,ITA,J61,,,0
10317,198703024,1,B5418,TAKEFUJI CORP,,JAPAN,JPN,K64,,,0
10318,198703025,1,B4337,PERNAS HOTEL CHAIN (SARAWAK) SDN,,MALAYSIA,MYS,I55,,,0
10319,198703026,1,B4680,REPUBLIC OF NAURU FINANCE CORP,,NAURU,NRU,K64,,,0
10320,198703027,1,B0177,ALGEMENE BANK NEDERLAND NV,,NETHERLANDS,NLD,K64,,,0
10321,198703028,1,B0687,BANK MEES & HOPE NV,,NETHERLANDS,NLD,K64,,,0
10322,198703029,1,B0749,BANQUE PARIBAS NEDERLAND NV,,NETHERLANDS,NLD,K64,,,0
10323,198703030,1,B2537,CITY OF ROTTERDAM,,NETHERLANDS,NLD,O84,,,0
10324,198703031,1,B1637,CREDIT LYONNAIS NEDERLAND NV,,NETHERLANDS,NLD,K64,,,0
10325,198703032,1,B1877,ECONOCOM INTERNATIONAL,,NETHERLANDS,NLD,,,,1
10326,198703033,1,B3260,KLM ROYAL DUTCH AIRLINES,,NETHERLANDS,NLD,H51,,,0
10327,198703034,1,B1835,NAAMLOZE VENNOTSCHAP DSM NV,,NETHERLANDS,NLD,C20,,,0
10328,198703035,1,B3933,NS FINANCE CORP NV,,NETHERLANDS,NLD,K64,,,0
10329,198703036,1,B4101,NV SAMENWERKENDE ELEKTRICITEITS PRODUKTIEBEDRIGCEN,,NETHERLANDS,NLD,D35,,,0
10330,198703037,1,B4395,PHILIPS GLOEILAMPENFABRIEKEN NV,,NETHERLANDS,NLD,C32,,,0
10331,198703038,1,B5276,SPOORWEGEN PENSIOENFONDS NV,,NETHERLANDS,NLD,H49,,,0
10332,198703039,1,B0923,BRIERLEY INVESTMENTS LTD,,NEW ZEALAND,NZL,K64,,,0
10333,198703040,1,B1251,CHASE CORP LTD,,NEW ZEALAND,NZL,C28,,,0
10334,198703041,1,B2826,HOUSING CORP OF NEW ZEALAND,,NEW ZEALAND,NZL,L68,,,0
10335,198703042,1,B2501,NEW ZEALAND,,NEW ZEALAND,NZL,O84,,,0
10336,198703043,1,B2501,NEW ZEALAND,,NEW ZEALAND,NZL,O84,,,0
10337,198703044,1,B4768,RURAL BANKING & FINANCE CORP OF NEW ZEALAND,,NEW ZEALAND,NZL,K64,,,0
10338,198703045,1,B4768,RURAL BANKING FINANCE CORP,,NEW ZEALAND,NZL,K64,,,0
10339,198703046,1,B1935,ELEKTRISK BUREAU A/S,,NORWAY,NOR,C27,,,0
10340,198703047,1,B1935,ELEKTRISK BUREAU A/S,,NORWAY,NOR,C27,,,0
10341,198703048,1,B2504,KINGDOM OF NORWAY,,NORWAY,NOR,O84,,,0
10342,198703049,1,B5252,SPAREBANKEN MIDT-NORGE A/S,,NORWAY,NOR,K64,,,0
10343,198703050,1,B5405,SYDBANK A/S,,NORWAY,NOR,K64,,,0
10344,198703051,1,B5709,UNION BANK OF NORWAY,,NORWAY,NOR,K64,,,0
10345,198703052,1,B4237,PAKISTAN INTERNATIONAL AIRLINES CORP,,PAKISTAN,PAK,H51,,,0
10346,198703053,1,B1914,ELECTRICIDADE DE PORTUGAL,,PORTUGAL,PRT,D35,,,0
10347,198703054,1,B1914,ELECTRICIDADE DE PORTUGAL,,PORTUGAL,PRT,D35,,,0
10348,198703055,1,B1773,DBS BANK,,SINGAPORE,SGP,K64,,,0
10349,198703056,1,B4353,PETROCHEMICAL CORPORATION OF SINGAPORE,,SINGAPORE,SGP,B06,,,0
10350,198703057,1,B2529,AJUNTAMENT DE BARCELONA,,SPAIN,ESP,O84,,,0
10351,198703058,1,B1507,CIA SEVILLANA DE ELECTRICIDAD SA,,SPAIN,ESP,D35,,,0
10352,198703059,1,B1599,CORPORACION METROPOLITANA DE BARCELONA,,SPAIN,ESP,O84,,,0
10353,198703060,1,B2461,DIPUTACION REGIONAL DE CANTABRIA,,SPAIN,ESP,O84,,,0
10354,198703061,1,B2529,GENERALITAT DE CATALUNA,,SPAIN,ESP,O84,,,0
10355,198703062,1,B2737,HIDROELECTRICA DE CATALUNA SA,,SPAIN,ESP,D35,,,0
10356,198703063,1,B2977,INSTITUTO DE CREDITO OFICIAL,,SPAIN,ESP,K64,,,0
10357,198703064,1,B5716,UNION ELECTRICA FENOSA SA,,SPAIN,ESP,D35,,,0
10358,198703065,1,B2530,GOVERNMENT OF THE DEMOCRATIC SOCIALIST REPUBLIC OF SRI LANKA,,SRI LANKA,LKA,O84,,,0
10359,198703066,1,B0748,BANQUE OUEST-AFRIQUE DE DEVELOPPEMENT,,SUPRANATIONAL,,K64,,,2
10360,198703067,1,B1168,CENTRAL AMERICAN BANK FOR ECONOMIC INTEGRATION,,HONDURAS,HND,K64,,,2
10361,198703068,1,B2084,EUROFIMA,,SUPRANATIONAL,,U99,,,2
10362,198703069,1,B6003,IBRD/WORLD BANK,,UNITED STATES,USA,U99,,,2
10363,198703070,1,B0174,ALFA-LAVAL AB,,SWEDEN,SWE,C32,,,0
10364,198703071,1,B0396,ASSI AB,,SWEDEN,SWE,C16,,,0
10365,198703072,1,B0396,ASSI AB,,SWEDEN,SWE,C16,,,0
10366,198703073,1,B4418,PKBANKEN,,SWEDEN,SWE,K64,,,0
10367,198703074,1,B5049,SKARABORGSBANKEN,,SWEDEN,SWE,K64,,,0
10368,198703075,1,B5053,SKF AB,,SWEDEN,SWE,C24,,,0
10369,198703076,1,B5259,SPAREKASSEN BIKUBEN,,SWEDEN,SWE,K64,,,0
10370,198703077,1,B5393,SVENSKT STAL AB,,SWEDEN,SWE,C24,,,0
10371,198703078,1,B5619,TRELLEBORG AB,,SWEDEN,SWE,B07,,,0
10372,198703079,1,B3126,JACOBS SUCHARD INTERNATIONAL FINANCE,,SWITZERLAND,CHE,K64,,,0
10373,198703080,1,B3196,KAI FU LAND DEVELOPMENT COMPANY LTD,,THAILAND,THA,L68,,,0
10374,198703081,1,B2535,KINGDOM OF THAILAND,,THAILAND,THA,O84,,,0
10375,198703082,1,B5629,TRINIDAD NITROGEN CO LTD,,TRINIDAD & TOBAGO,TTO,C20,,,0
10376,198703083,1,B5629,TRINIDAD NITROGEN CO LTD,,TRINIDAD & TOBAGO,TTO,C20,,,0
10377,198703084,1,B0890,BORU HATLARI ILE PETROL TASIMA AS,,TURKEY,TUR,D35,,,0
10378,198703085,1,B2883,IKTISAT BANKASI TURK AS,,TURKEY,TUR,K64,,,0
10379,198703086,1,B5200,SONMEZ SHIPPING GROUP,,TURKEY,TUR,H50,,,0
10380,198703087,1,B5659,TC ZIRAAT BANKASI,,TURKEY,TUR,K64,,,0
10381,198703088,1,B0115,AGRICULTURAL MORTGAGE CORP PLC,,UNITED KINGDOM,GBR,K64,,,0
10382,198703089,1,B0862,BLUE CIRCLE INDUSTRIES PLC,,UNITED KINGDOM,GBR,C32,,,0
10383,198703090,1,B0936,BRITISH AMERICAN PROPERTY UNIT TRUST LTD,,UNITED KINGDOM,GBR,K65,,,0
10384,198703091,1,B0942,BRITISH LAND COMPANY,,UNITED KINGDOM,GBR,L68,,,0
10385,198703092,1,B0948,BRITISH PRINTING & COMMUNICATION CORP PLC,,UNITED KINGDOM,GBR,C18,,,0
10386,198703093,1,B0953,BRITOIL PLC,,UNITED KINGDOM,GBR,C19,,,0
10387,198703094,1,B1226,CH BEAZER PLC,,UNITED KINGDOM,GBR,F41,,,0
10388,198703095,1,B1226,CH BEAZER PLC,,UNITED KINGDOM,GBR,F41,,,0
10389,198703096,1,B1258,CHELTENHAM & GLIUCESTER BUILDING SOCIETY,,UNITED KINGDOM,GBR,K64,,,0
10390,198703097,1,B1932,ELECTRONICS RENTALS GROUP PLC,,UNITED KINGDOM,GBR,K64,,,0
10391,198703098,1,B2093,EUROPEAN INDUSTRIAL SERVICES LTD,,UNITED KINGDOM,GBR,C32,,,0
10392,198703099,1,B2394,GEORGE WIMPEY PLC,,UNITED KINGDOM,GBR,F41,,,0
10393,198703100,1,B2770,HOME BRIDGING PLC,,UNITED KINGDOM,GBR,K64,,,0
10394,198703101,1,B2824,HOUSEHOLD MORTGAGE CORP,,UNITED KINGDOM,GBR,K64,,,0
10395,198703102,1,B2824,HOUSEHOLD MORTGAGE CORP,,UNITED KINGDOM,GBR,K64,,,0
10396,198703103,1,B3031,INTERNATIONAL PETROLEUM CORP,,UNITED KINGDOM,GBR,B06,,,0
10397,198703104,1,B3116,J BIBBY & SONS PLC,,UNITED KINGDOM,GBR,C32,,,0
10398,198703105,1,B3120,J SAINSBURY PLC,,UNITED KINGDOM,GBR,G47,,,0
10399,198703106,1,B3159,JOHN LEWIS PLC,,UNITED KINGDOM,GBR,C13,,,0
10400,198703107,1,B3159,JOHN LEWIS PLC,,UNITED KINGDOM,GBR,C13,,,0
10401,198703108,1,B3422,LE MERIDIEN PICCADILLY,,UNITED KINGDOM,GBR,I55,,,0
10402,198703109,1,B3442,LEP GROUP PLC,,UNITED KINGDOM,GBR,I56,,,0
10403,198703110,1,B2545,LIVERPOOL METROPOLITAN CITY COUNCIL,,UNITED KINGDOM,GBR,O84,,,0
10404,198703111,1,B2545,LONDON BOROUGH OF HAMMERSMITH & FULHAM,,UNITED KINGDOM,GBR,O84,,,0
10405,198703112,1,B2545,LUTON BOROUGH COUNCIL,,UNITED KINGDOM,GBR,O84,,,0
10406,198703113,1,B3921,NATIONWIDE BUILDING SOCIETY,,UNITED KINGDOM,GBR,K64,,,0
10407,198703114,1,B3889,NATIONAL HOME LOANS CORP PLC,,UNITED KINGDOM,GBR,K64,,,0
10408,198703115,1,B4015,NORCROS PLC,,UNITED KINGDOM,GBR,F41,,,0
10409,198703116,1,B4061,NORTHERN COASTERS LTD,,UNITED KINGDOM,GBR,H49,,,0
10410,198703117,1,B4474,PREMIER BRANDS,,UNITED KINGDOM,GBR,C11,,,0
10411,198703118,1,B4747,ROYAL LONDON MUTUAL INSURANCE SOCIETY LTD,,UNITED KINGDOM,GBR,K65,,,0
10412,198703119,1,B4919,SEARS SECURITIES PLC,,UNITED KINGDOM,GBR,G47,,,0
10413,198703120,1,B4930,SECURITY PACIFIC FINANCE LTD,,UNITED KINGDOM,GBR,K64,,,0
10414,198703121,1,B5556,TIP-EUROPE LTD,,UNITED KINGDOM,GBR,K64,,,0
10415,198703122,1,B5644,TRUSTHOUSE FORTE PLC,,UNITED KINGDOM,GBR,I55,,,0
10416,198703123,1,B5731,UNIPART GROUP LTD,,UNITED KINGDOM,GBR,H49,,,0
10417,198703124,1,B5891,VSEL CONSORTIUM PLC,,UNITED KINGDOM,GBR,,,,1
10418,198703125,1,B5894,WAGON FINANCE LTD,,UNITED KINGDOM,GBR,K64,,,0
10419,198703126,1,B5970,WHITEBREAD & CO PLC,,UNITED KINGDOM,GBR,I55,,,0
10420,198703127,1,B5970,WHITEBREAD & CO PLC,,UNITED KINGDOM,GBR,I55,,,0
10421,198703128,1,B5996,WM MORRISON SUPERMARKETS PLC,,UNITED KINGDOM,GBR,G47,,,0
10422,198703129,1,B6002,WOOLWORTH HOLDINGS PLC,,UNITED KINGDOM,GBR,G47,,,0
10423,198703130,1,B6002,WOOLWORTH HOLDINGS PLC,,UNITED KINGDOM,GBR,G47,,,0
10424,198703131,1,B0233,AMBASSADOR CAPITAL CORP,,UNITED STATES,USA,K64,,,0
10425,198703132,1,B0246,AMERICAN BRANDS INC,,UNITED STATES,USA,C12,,,0
10426,198703133,1,B0492,AZP GROUP INC,,UNITED STATES,USA,D35,,,0
10427,198703134,1,B0716,BANCONE CORP,,UNITED STATES,USA,K64,,,0
10428,198703135,1,B0777,BCI HOLDINGS CORP,,UNITED STATES,USA,K65,,,0
10429,198703136,1,B0805,BENEFICIAL CORP,,UNITED STATES,USA,K64,,,0
10430,198703137,1,B1134,CECO CORP,,UNITED STATES,USA,C24,,,0
10431,198703138,1,B1394,COLEMAN CO INC,,UNITED STATES,USA,R93,,,0
10432,198703139,1,B1425,COMMERCIAL CREDIT COMPANY,,UNITED STATES,USA,K64,,,0
10433,198703140,1,B1769,DEUTZ-ALLIS CREDIT CORP,,UNITED STATES,USA,,,,1
10434,198703141,1,B1812,DOMINION TEXTILE (USA) INC,,UNITED STATES,USA,C13,,,0
10435,198703142,1,B2219,FIREMAN'S FUND CORP,,UNITED STATES,USA,K65,,,0
10436,198703143,1,B2218,FIRE BOSTON,,UNITED STATES,USA,,,,1
10437,198703144,1,B2313,FRUEHAUS HOLDINGS INC,,UNITED STATES,USA,C28,,,0
10438,198703145,1,B2396,GOETHERNAL RESOURCES INTERNATIONAL INC,,UNITED STATES,USA,D35,,,0
10439,198703146,1,B2435,GOODYEAR TIRE & RUBBER CO,,UNITED STATES,USA,C30,,,0
10440,198703147,1,B2682,HARTCOURT BRACE JOVANOVICH INC,,UNITED STATES,USA,J58,,,0
10441,198703148,1,B2827,HOUSTON INDUSTRIES INC,,UNITED STATES,USA,D35,,,0
10442,198703149,1,B2994,INTEL EURO FINANCE NV,,UNITED STATES,USA,K64,,,0
10443,198703150,1,B3163,JOHNSON & JOHNSON,,UNITED STATES,USA,C21,,,0
10444,198703151,1,B3245,KIEWIT CONTINENTAL INC,,UNITED STATES,USA,N82,,,0
10445,198703152,1,B3447,LEUCADIA NATIONAL CORPORATION,,UNITED STATES,USA,K64,,,0
10446,198703153,1,B3615,MAY DEPARTMENT STORES COMPANY,,UNITED STATES,USA,G47,,,0
10447,198703154,1,B3615,MAY DEPARTMENT STORES COMPANY,,UNITED STATES,USA,G47,,,0
10448,198703155,1,B3714,MG HOLDINGS INC,,UNITED STATES,USA,K66,,,0
10449,198703155,2,B3616,MAYFLOWER GROUP INC,,UNITED STATES,USA,G47,,,0
10450,198703156,1,B3717,MICHIGAN NATIONAL CORP,,UNITED STATES,USA,K64,,,0
10451,198703157,1,B4144,OHIO BUILDING AUTHORITY,,UNITED STATES,USA,O84,,,0
10452,198703158,1,B4174,ONE WORLD FINANCIAL CENTRE,,UNITED STATES,USA,G47,,,0
10453,198703159,1,B4197,OUTBOARD MARINE CORP,,UNITED STATES,USA,C29,,,0
10454,198703160,1,B4209,OWENS-CORNING FIBREGLASS CORP,,UNITED STATES,USA,C32,,,0
10455,198703161,1,B4243,PAMECO CORP,,UNITED STATES,USA,G46,,,0
10456,198703162,1,B4376,PHH GROUP INC,,UNITED STATES,USA,K64,,,0
10457,198703163,1,B4512,THE PRUDENTIAL INSURANCE COMPANY OF AMERICA,,UNITED STATES,USA,K65,,,0
10458,198703164,1,B4675,REPUBLIC NATIONAL BANK OF NEW YORK,,UNITED STATES,USA,K64,,,0
10459,198703165,1,B4685,RESTAURANT ENTERPRISES GROUP INC,,UNITED STATES,USA,N82,,,0
10460,198703166,1,B4842,SANTA FE SOUTHERN PACIFIC CORP,,UNITED STATES,USA,H49,,,0
10461,198703167,1,B5067,SMITH-KLINE BECKMAN CORP,,UNITED STATES,USA,C21,,,0
10462,198703168,1,B5297,STANDARD OIL COMPANY,,UNITED STATES,USA,B06,,,0
10463,198703169,1,B5553,TIME INC,,UNITED STATES,USA,C18,,,0
10464,198703170,1,B5710,UNION CARBIDE CORP,,UNITED STATES,USA,C20,,,0
10465,198703171,1,B5714,UNION ELECTRIC CO,,UNITED STATES,USA,D35,,,0
10466,198703172,1,B5732,UNIROYAL/GOODRICH TIRE CO,,UNITED STATES,USA,C22,,,0
10467,198703173,1,B5769,UNITED SERVICES AUTOMOBILE ASSOCIATION,,UNITED STATES,USA,K64,,,0
10468,198703174,1,B5778,UNIVERSAL HEALTH SERVICES INC,,UNITED STATES,USA,Q86,,,0
10469,198703175,1,B5784,UNIVERSITY OF MICHIGAN,,UNITED STATES,USA,P85,,,0
10470,198703176,1,B5846,VF CORP,,UNITED STATES,USA,C14,,,0
10471,198703177,1,B5901,WALT DISNEY COMPANY,,UNITED STATES,USA,C18,,,0
10472,198703178,1,B5935,WESRAY CAPITAL CORP,,UNITED STATES,USA,K64,,,0
10473,198703179,1,B0679,VNESHTORGBANK,,USSR,SUN,K64,,,0
10474,198703180,1,B0679,VNESHTORGBANK,,USSR,SUN,K64,,,0
10475,198703181,1,B0113,AGRICULTURAL MARKETING AUTHORITY OF ZIMBABWE,,ZIMBABWE,ZWE,O84,,,0
10476,198704001,1,B0049,ACI INTERNATIONAL LTD,,AUSTRALIA,AUS,K64,,,0
10477,198704002,1,B0305,ANSETT TRANSPORT INDUSTRIES LTD,,AUSTRALIA,AUS,H51,,,0
10478,198704003,1,B3787,MONIER LTD,,AUSTRALIA,AUS,C32,,,0
10479,198704004,1,B3904,NATIONAL MORTGAGE MARKETING CORP,,AUSTRALIA,AUS,K64,,,0
10480,198704005,1,B3959,THE NEW SOUTH WALES TREASURY CORP,,AUSTRALIA,AUS,K64,,,0
10481,198704006,1,B4744,SHELL AUSTRALIA LTD,,AUSTRALIA,AUS,B06,,,0
10482,198704007,1,B5312,STATE ENERGY COMMISSION OF WESTERN AUSTRALIA,SECWA,AUSTRALIA,AUS,D35,,,0
10483,198704008,1,B5584,TOWN & COUNTRY WA BUILDING SOCIETY,,AUSTRALIA,AUS,K64,,,0
10484,198704009,1,B5584,TOWN & COUNTRY WA BUILDING SOCIETY,,AUSTRALIA,AUS,K64,,,0
10485,198704010,1,B5706,UNILEVER AUSTRALIA LTD,,AUSTRALIA,AUS,C31,,,0
10486,198704011,1,B1871,EASTMET LTD,,AUSTRALIA,AUS,K64,,,0
10487,198704011,2,B1871,EASTMET LTD,,AUSTRALIA,AUS,K64,,,0
10488,198704012,1,B4127,OSTERREICHISCHE LANDERBANK AG,,AUSTRIA,AUT,K64,,,0
10489,198704013,1,B5170,SOCIETE NATIONALE POUR LA RESTRUCTURATION DES SECTEURS NATIONAUX,SNSN,BELGIUM,BEL,O84,,,0
10490,198704014,1,B4360,PETROLEO BRASILEIROS SA,PETROBRAS,BRAZIL,BRA,D35,,,0
10491,198704015,1,B4724,CANADIAN CABLESYSTEMS LTD,,CANADA,CAN,J61,,,0
10492,198704016,1,B2155,FEDERAL INDUSTRIES LTD,,CANADA,CAN,C10,,,0
10493,198704016,2,B2186,FIL (US) INC,,CANADA,CAN,G47,,,0
10494,198704017,1,B4744,OLYMPIA & YORK (SHELL CENTRE) LTD,,CANADA,CAN,L68,,,0
10495,198704018,1,B0694,BANK OF CHINA,,CHINA,CHN,K64,,,0
10496,198704019,1,B1276,CHINA INTERNATIONAL TRUST & INVESTMENT CORP,CITIC,CHINA,CHN,K64,,,0
10497,198704020,1,B1677,CYPRUS AIRWAYS LTD,,CYPRUS,CYP,H51,,,0
10498,198704021,1,B1726,DE DANSKE SUKKERFABRIKKER A/S,DDS,DENMARK,DNK,C10,,,0
10499,198704022,1,B1726,DE DANSKE SUKKERFABRIKKER A/S,DDS,DENMARK,DNK,C10,,,0
10500,198704023,1,B0089,AEROSPATIABLE,,FRANCE,FRA,C28,,,0
10501,198704024,1,B1916,ELECTRICITE DE FRANCE,EDF,FRANCE,FRA,D35,,,0
10502,198704025,1,B1916,ELECTRICITE DE FRANCE,EDF,FRANCE,FRA,D35,,,0
10503,198704026,1,B5694,UNDISCLOSED GERMAN LANDESBANK,,GERMANY,DEU,K64,,,0
10504,198704027,1,B1868,EASTERN HARBOUR CROSSING COMPNAY LTD,,HONG KONG,HKG,F41,,,0
10505,198704028,1,B2797,HONGKONG & SHANGHAI BANKING CORP,,HONG KONG,HKG,K64,,,0
10506,198704029,1,B2790,HONG KONG JING GUANG DEVELOPMENT CO,,HONG KONG,HKG,L68,,,0
10507,198704030,1,B3955,NEW HONG KONG TUNNEL COMPANY LTD,,HONG KONG,HKG,H49,,,0
10508,198704031,1,B4610,RAIL LINK FINNACINGS EASTERN HARBOUR CROSSING COMPANY LTD,,HONG KONG,HKG,K64,,,0
10509,198704032,1,B3955,ROAD LINK FINNANCINGS NEW HONG KONG TUNNEL COMPANY LTD,,HONG KONG,HKG,K64,,,0
10510,198704033,1,B3870,NATIONAL BANK OF HUNGARY,,HUNGARY,HUN,K64,,,0
10511,198704034,1,B0983,BUNDARBANKI ISLANDS (AGRICULTURAL BANK OF ICELAND),,ICELAND,ISL,K64,,,0
10512,198704035,1,B0129,AIR-INDIA,,INDIA,IND,H51,,,0
10513,198704036,1,B2907,INDIAN OVERSEAS BANK (HONG KONG),,INDIA,IND,K64,,,0
10514,198704037,1,B2485,THE GOVERNMENT OF ISRAEL,,ISRAEL,ISR,O84,,,0
10515,198704038,1,B0586,BANCO DI NAPOLI,,ITALY,ITA,K64,,,0
10516,198704039,1,B0802,BELLELI SAUDI HEAVY INDUSTRIES LTD,,ITALY,ITA,C24,,,0
10517,198704040,1,B1542,CONSORZIO DI CREDITO PER LE OPERE PUBBLICHE,CREDIOP,ITALY,ITA,K64,,,0
10518,198704041,1,B1542,CONSORZIO DI CREDITO PER LE OPERE PUBBLICHE,CREDIOP,ITALY,ITA,K64,,,0
10519,198704042,1,B0524,INTERBANCA BANCA PER FINANZIAMENTI A MEDIO E LUNGO TERMINE SPA,,ITALY,ITA,K64,,,0
10520,198704043,1,B3797,MONTEDISON FINANCE (OVERSEAS) LTD,,ITALY,ITA,K64,,,0
10521,198704044,1,B3797,SEFIMONT SPA,,ITALY,ITA,C20,,,1
10522,198704045,1,B5599,TRANS EUROPEAN NATIONAL GAS PIPELINE FINANCE CO,,ITALY,ITA,K64,,,0
10523,198704046,1,B2321,FUJI BANK (SINGAPORE),,JAPAN,JPN,K64,,,0
10524,198704047,1,B2322,FUJI PHOTO FILM BV,,JAPAN,JPN,N82,,,0
10525,198704048,1,B1030,CAISSE D'EPARGNE DE L'ETAT DU GRAND-DUCHE DE LUXEMBOURG,,LUXEMBOURG,LUX,K64,,,0
10526,198704049,1,B4347,PERUSAHAAN OTOMOBIL NASIONAL,,MALAYSIA,MYS,C29,,,0
10527,198704050,1,B1435,COMMONWEALTH DEVELOPMENT ASSOCIATION,,MARIANA ISLANDS,MNP,K64,,,0
10528,198704051,1,B3935,NEDERLANDSE GASUNNIE NV,,NETHERLANDS,NLD,D35,,,0
10529,198704052,1,B4603,RABOBANK NEDERLAND (LONDON),,NETHERLANDS,NLD,K64,,,0
10530,198704053,1,B2051,ERIGO INVESTMENTS LTD,,NEW ZEALAND,NZL,,,,1
10531,198704054,1,B2442,GOVERNMENT LIFE INSURANCE CORP,GLIC,NEW ZEALAND,NZL,K65,,,0
10532,198704055,1,B2826,THE HOUSING CORP OF NEW ZEALAND,,NEW ZEALAND,NZL,I55,,,0
10533,198704056,1,B2501,NEW ZEALAND,,NEW ZEALAND,NZL,O84,,,0
10534,198704057,1,B0879,BONDERNES BANK,,NORWAY,NOR,,,,1
10535,198704058,1,B4064,NORTHERN FEATHER INTERNATIONAL BV,,NORWAY,NOR,C13,,,0
10536,198704059,1,B3707,BANCO ESPIRITO SANTO E COMMERCIAL DE LISBOA (LONDON),,PORTUGAL,PRT,K64,,,0
10537,198704060,1,B0547,BANCO CENTRAL SA (LONDON),,SPAIN,ESP,K64,,,0
10538,198704061,1,B0600,BANCO EXTERIOR DE ESPANA,,SPAIN,ESP,K64,,,0
10539,198704062,1,B1185,CENTRAL INTERNATIONAL LTD,,SPAIN,ESP,G46,,,0
10540,198704063,1,B2529,COMUNIDAD DE MURCIA,,SPAIN,ESP,O84,,,0
10541,198704064,1,B1563,CONTROL Y APLICACIONES,,SPAIN,ESP,N82,,,0
