OG_INDEX,PKGID,ORDER,BORROWERID,BORROWER,CLEAN_BORROWER,ABBR,COUNTRY,COUNTRYISO3,ISIC,TYPE,PURPOSE,CLUSTER
174,197401171,1,B1976,EMPRESA LINEAS MARITIMAS ARGENTINAS S.A.,EMPRESA LINEAS MARITIMAS ARGENTINAS SA,,ARGENTINA,ARG,H50,,,10144
175,197401172,1,B1990,"EMPRESA NACIONAL DE TELECOMMUNICACIONES, ARGENTINA",EMPRESA NACIONAL DE TELECOMMUNICACIONES ARGENTINA,,ARGENTINA,ARG,J61,,,10410
176,197401173,1,B2147,"FEARNLEY & EGER, OSLO",FEARNLEY EGER OSLO,,NORWAY,NOR,H50,,,4099
177,197401174,1,B2172,FERROVIA PAULISTA S.A. - FEPASA,FERROVIA PAULISTA SA FEPASA,,BRAZIL,BRA,H49,,,9055
178,197401175,1,B2353,GAZ DE FRANCE,GAZ DE FRANCE,,FRANCE,FRA,H49,,,10592
179,197401176,1,B2655,"HALKIS CEMENT COMPANY S.A., GREECE",HALKIS CEMENT COMPANY SA GREECE,,GREECE,GRC,C32,,,9368
180,197401177,1,B2671,HANIL SYNTHETIC FIBER INDUSTRIAL CO. LTD.,HANIL SYNTHETIC FIBER INDUSTRIAL CO LTD,,KOREA (THE REPUBLIC OF),KOR,C20,,,7973
181,197401178,1,B2782,HONEYWELL BULL,HONEYWELL BULL,,FRANCE,FRA,I56,,,3799
182,197401179,1,B2803,HOOKER CHEMICAL & PLASTICS CORPORATION,HOOKER CHEMICAL PLASTICS CORPORATION,,UNITED STATES OF AMERICA (THE),USA,C22,,,5812
183,197401179,2,B2803,"HOOKER CARIBE FINANCE CO., N.V.",HOOKER CARIBE FINANCE CO NV,,UNITED STATES OF AMERICA (THE),USA,,,,7988
184,197401181,1,B2025,HYDROCARBONS INTERNATIONAL N.V.,HYDROCARBONS INTERNATIONAL NV,,ITALY,ITA,F41,,,5398
185,197401182,1,B2889,IMATRAN VOIMA OSAKEYHTID,IMATRAN VOIMA OSAKEYHTID,,FINLAND,FIN,,,,3852
186,197401183,1,B2985,"INSTITUTO NACIONAL DE INDUSTRIA, SPAIN",INSTITUTO NACIONAL DE INDUSTRIA SPAIN,,SPAIN,ESP,K64,,,10480
187,197401184,1,B2488,THE GOVERNMENT OF JAMAICA,GOVERNMENT JAMAICA,,JAMAICA,JAM,O84,,,1845
188,197401185,1,B3214,"KAWASAKI KISEN KAISHA, LTD.",KAWASAKI KISEN KAISHA LTD,,JAPAN,JPN,H49,,,6591
189,197401186,1,B3466,LIGHT-SERVICOS DE ELECTRICIDADE S.A.,LIGHTSERVICOS DE ELECTRICIDADE SA,,BRAZIL,BRA,D35,,,9533
190,197401187,1,B3679,MERIDIAN CARRIERS INC.,MERIDIAN CARRIERS INC,,MALAYSIA,MYS,H52,,,746
191,197401188,1,B4130,OFFICE DE RADIOFUSION TELEVISION FRANGAISE,OFFICE DE RADIOFUSION TELEVISION FRANGAISE,,FRANCE,FRA,C27,,,9806
192,197401189,1,B4227,PACIFIC POWER AND LIGHT COMPANY,PACIFIC POWER LIGHT COMPANY,,UNITED STATES OF AMERICA (THE),USA,C27,,,8444
193,197401190,1,B4342,"PERTAMINA, INDONESIA",PERTAMINA INDONESIA,,INDONESIA,IDN,C19,,,7032
194,197401191,1,B1774,DEVELOPMENT BANK OF THE PHILIPPINES,DEVELOPMENT BANK PHILIPPINES,,PHILIPPINES (THE),PHL,K64,,,199
195,197401192,1,B1179,CENTRAL BANK OF THE PHILIPPINES,CENTRAL BANK PHILIPPINES,,PHILIPPINES (THE),PHL,K64,,,239
196,197401193,1,B4759,RUBICON INCORPORATED,RUBICON INCORPORATED,,PHILIPPINES (THE),PHL,Q87,,,3527
197,197401194,1,B2543,THE RULER OF THE EMIRATE OF SHARJAH,RULER EMIRATE SHARJAH,,UNITED ARAB EMIRATES (THE),ARE,O84,,,2895
198,197401195,1,B4998,"SHV HOLDINGS, N.V.",SHV HOLDINGS NV,,NETHERLANDS (THE),NLD,G47,,,6889
199,197401196,1,B5132,SOCIETE FINANCIERE POUR LES TELECOMMUNICATIONS ET I'ELECTRONIQUE S.A.,SOCIETE FINANCIERE POUR LES TELECOMMUNICATIONS ET IELECTRONIQUE SA,,FRANCE,FRA,J61,,,9497
200,197401197,1,B5151,SOCIETE NATIONALE D'ELECTRICITE,SOCIETE NATIONALE DELECTRICITE,,ZAIRE,ZAR,D35,,,9477
201,197401198,1,B5214,SOUTH CAROLINA ELECTRIC AND GAS COMPANY,SOUTH CAROLINA ELECTRIC GAS COMPANY,,UNITED STATES OF AMERICA (THE),USA,D35,,,8763
202,197401199,1,B2444,THE REPUBLIC OF ARGENTINA,REPUBLIC ARGENTINA,,ARGENTINA,ARG,O84,,,563
203,197401200,1,B0469,AUTOPISTAS DE CATALUNA Y ARAGON,AUTOPISTAS DE CATALUNA Y ARAGON,,SPAIN,ESP,,,,8913
204,197401201,1,B0638,"BANCO NACIONAL DE OBRAS Y SERVICIOS PUBLICOS, SA",BANCO NACIONAL DE OBRAS Y SERVICIOS PUBLICOS SA,,MEXICO,MEX,K64,,,10186
205,197401202,1,B0683,BANK HANDLOWY W WARSZAWIE SA,BANK HANDLOWY W WARSZAWIE SA,,POLAND,POL,K64,,,233
206,197401203,1,B0683,BANK HANDLOWY W WARSZAWIE SA,BANK HANDLOWY W WARSZAWIE SA,,POLAND,POL,K64,,,233
207,197401204,1,B0897,THE BOWATER CORPORATION LTD,BOWATER CORPORATION LTD,,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND (THE),GBR,C32,,,5670
208,197401205,1,B1099,CAROLINA POWER AND LIGHT COMPANY,CAROLINA POWER LIGHT COMPANY,,UNITED STATES OF AMERICA (THE),USA,C27,,,8447
209,197401206,1,B0632,BANCO NACIONAL DE CUBA,BANCO NACIONAL DE CUBA,,CUBA,CUB,K64,,,10205
210,197401207,1,B1893,THE EGYPTIAN GENERAL PETROLEUM CORPORATION,EGYPTIAN GENERAL PETROLEUM CORPORATION,EGPC,EGYPT,EGY,B06,,,5684
211,197401208,1,B1924,ELECTRICITY SUPPLY BOARD,ELECTRICITY SUPPLY BOARD,,IRELAND,IRL,D35,,,1955
212,197401209,1,B1976,EMPRESA LINEAS MARTIMAS ARGENTINAS,EMPRESA LINEAS MARTIMAS ARGENTINAS,,ARGENTINA,ARG,,,,10143
213,197401210,1,B0699,BANK OF FINLAND,BANK FINLAND,,FINLAND,FIN,K64,,,307
214,197401211,1,B3369,L'OFFICE DU CHEMIN DE FER TRABSGABONAIS,LOFFICE DU CHEMIN DE FER TRABSGABONAIS,,GABON,GAB,D35,,,9808
215,197401212,1,B2592,GROUPEMENT DE L'INDUSTRIE SIDERURGIQUE,GROUPEMENT DE LINDUSTRIE SIDERURGIQUE,,FRANCE,FRA,,,,9783
216,197401213,1,B2898,INCANDESCE CARRIERS INC,INCANDESCE CARRIERS INC,,,,,,,747
217,197401214,1,B2484,IRELAND,IRELAND,,IRELAND,IRL,O84,,,2318
218,197401215,1,B3183,JUGOSLOVENSKA POLJOPRIVREDNA BANKA,JUGOSLOVENSKA POLJOPRIVREDNA BANKA,,YUGOSLAVIA,YUG,K64,,,2037
219,197401216,1,B3547,MAGYAR NEMZETI BANK,MAGYAR NEMZETI BANK,,HUNGARY,HUN,K64,,,453
220,197401217,1,B3946,NESTE OY,NESTE OY,,FINLAND,FIN,C19,,,2414
221,197401218,1,B4681,REPUBLIC OF PANAMA,REPUBLIC PANAMA,,PANAMA,PAN,O84,,,559
222,197401219,1,B2511,REPUBLIC OF PERU,REPUBLIC PERU,,PERU,PER,O84,,,557
223,197401220,1,B4420,"PLACID INTERNATIONAL OIL, LTD",PLACID INTERNATIONAL OIL LTD,,UNITED STATES OF AMERICA (THE),USA,B06,,,5550
224,197401221,1,B4646,RED NACIONAL DE LOS FERROCARRILES ESPANOLES,RED NACIONAL DE LOS FERROCARRILES ESPANOLES,,SPAIN,ESP,H49,,,10524
225,197401222,1,B5208,SOUTH AFRICAN BROADCASTING CORPORATION,SOUTH AFRICAN BROADCASTING CORPORATION,,SOUTH AFRICA,ZAF,J61,,,5709
226,197401223,1,B5469,TELECOMUNICACOES DE MINAS GERAIS SA,TELECOMUNICACOES DE MINAS GERAIS SA,,BRAZIL,BRA,J61,,,9528
227,197401224,1,B5681,UNITED BANK ZAGREB,UNITED BANK ZAGREB,,CROATIA,HRV,K64,,,348
228,197401225,1,B0805,BENEFICIAL CORPORATION,BENEFICIAL CORPORATION,,UNITED STATES,USA,K64,,,5813
229,197401226,1,B0873,BOLIDEN AB,BOLIDEN AB,,SWEDEN,SWE,C32,,,2270
230,197401227,1,B1024,CAISSE CENTRALE DE COOPERATION ECONOMIQUE,CAISSE CENTRALE DE COOPERATION ECONOMIQUE,,FRANCE,FRA,,,,9752
231,197401228,1,B2522,REPUBLIQUE UNIE DU CAMEROUN,REPUBLIQUE UNIE DU CAMEROUN,,CAMEROON,CMR,O84,,,3655
232,197401229,1,B4577,"CHORAL LIMITED, A SUBSIDIARY OF PYRAMID TANKERS INCORPORATED",CHORAL LIMITED A SUBSIDIARY PYRAMID TANKERS INCORPORATED,,CYPRUS,CYP,G46,,,3540
233,197401230,1,B1508,COMPANIA TELEFONICA NACIONAL DE ESPAITA,COMPANIA TELEFONICA NACIONAL DE ESPAITA,,SPAIN,ESP,J61,,,10515
234,197401231,1,B1638,CREDIT NATIONAL,CREDIT NATIONAL,,FRANCE,FRA,,,,30
235,197401232,1,B1752,"DEPARTAMENTO NACIONAL DE ESTRADAS DE RODAGEM, BRAZIL",DEPARTAMENTO NACIONAL DE ESTRADAS DE RODAGEM BRAZIL,,BRAZIL,BRA,,,,10582
236,197401233,1,B2235,"FIRST NATIONAL HOLDING CORP, PARENT OF THE FIRST NATIONAL BANK OF ATLANTA",FIRST NATIONAL HOLDING CORP PARENT FIRST NATIONAL BANK ATLANTA,,UNITED STATES OF AMERICA (THE),USA,K64,,,18
237,197401234,1,B2353,GAZ DE FRANCE,GAZ DE FRANCE,,FRANCE,FRA,D35,,,10592
238,197401235,1,B2381,GENERAL MOTORS KOREA COMPANY LIMITED,GENERAL MOTORS KOREA COMPANY LIMITED,,KOREA (THE REPUBLIC OF),KOR,C29,,,8412
239,197401236,1,B2543,HIS HIGHNESS SHEIKH SULTAN BIN MOHAMED AL-QASIMI,HIS HIGHNESS SHEIKH SULTAN BIN MOHAMED ALQASIMI,,UNITED ARAB EMIRATES (THE),ARE,,,,2913
240,197401237,1,B3129,THE JAMAICA MORTGAGE BANK,JAMAICA MORTGAGE BANK,,JAMAICA,JAM,K64,,,442
241,197401238,1,B3255,KINGSNORTH MARINE DRILLING LIMITED,KINGSNORTH MARINE DRILLING LIMITED,,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND (THE),GBR,B06,,,3249
242,197401239,1,B3492,LOCTITE CORPORATION,LOCTITE CORPORATION,,UNITED STATES,USA,C20,,,5825
243,197401240,1,B3485,"LJUBLJANSKA BANKA, YUGOSLAVIA",LJUBLJANSKA BANKA YUGOSLAVIA,,YUGOSLAVIA,YUG,K64,,,2012
244,197401241,1,B3643,MEDIOBANCA,MEDIOBANCA,,ITALY,ITA,K64,,,3428
245,197401242,1,B3784,MOLSHINE TANKER CORPORATION SA,MOLSHINE TANKER CORPORATION SA,,UNITED STATES OF AMERICA (THE),USA,B06,,,5801
246,197401243,1,B4161,OLJEKONSUMENTERNAS FORBUND,OLJEKONSUMENTERNAS FORBUND,,SWEDEN,SWE,G47,,,3599
247,197401244,1,B4214,OY WILH SCHAUMAN AB,OY WILH SCHAUMAN AB,,FINLAND,FIN,C20,,,2218
248,197401245,1,B4681,THE REPUBLIC OF PANAMA,REPUBLIC PANAMA,,PANAMA,PAN,O84,,,559
249,197401246,1,B4342,PERTAMINA,PERTAMINA,,INDONESIA,IDN,B06,,,3335
250,197401247,1,B2511,THE REPUBLIC OF PERU,REPUBLIC PERU,,PERU,PER,O84,,,557
251,197401248,1,B4707,RITZ SHIPPING INCORPORATED,RITZ SHIPPING INCORPORATED,,CANADA,CAN,H50,,,7614
252,197401249,1,B4984,SHINKONG SYNTHETIC FIBERS CORPORATION TAIWAN,SHINKONG SYNTHETIC FIBERS CORPORATION TAIWAN,,TAIWAN (PROVINCE OF CHINA),TWN,C20,,,5776
253,197401250,1,B2457,"STATE OF ESPIRITO SANTO, BRAZIL",STATE ESPIRITO SANTO BRAZIL,,BRAZIL,BRA,O84,,,1917
254,197401251,1,B5599,TRANS EUROPEAN NATURAL GAS PIPELINE FINANCE COMPANY LIMITED,TRANS EUROPEAN NATURAL GAS PIPELINE FINANCE COMPANY LIMITED,,,,H49,,,7420
255,197401252,1,B6015,XEROX CORPORATION,XEROX CORPORATION,,UNITED STATES OF AMERICA (THE),USA,J62,,,5840
256,197401253,1,B1285,CHINA PETROCHEMICAL DEVELOPMENT CORPORATION,CHINA PETROCHEMICAL DEVELOPMENT CORPORATION,,TAIWAN (PROVINCE OF CHINA),TWN,C22,,,6217
257,197401254,1,B2466,KINGDOM OF DENMARK,KINGDOM DENMARK,,DENMARK,DNK,O84,,,656
258,197401255,1,B1916,ELECTRICITE DE FRANCE,ELECTRICITE DE FRANCE,,FRANCE,FRA,D35,,,10591
259,197401256,1,B2317,FUERZAS ELECTRICAS DEL NOROESTE SA,FUERZAS ELECTRICAS DEL NOROESTE SA,,SPAIN,ESP,D35,,,10016
260,197401257,1,B3127,JACQUES BOREL INTERNATIONAL,JACQUES BOREL INTERNATIONAL,,FRANCE,FRA,,,,5480
261,197401258,1,B3485,"LJUBLJANSKA BANKA, YUGOSLAVIA",LJUBLJANSKA BANKA YUGOSLAVIA,,YUGOSLAVIA,YUG,K64,,,2012
262,197401259,1,B3692,METALURSKI KOMBINAT SMEDEREVO,METALURSKI KOMBINAT SMEDEREVO,,YUGOSLAVIA,YUG,,,,3501
263,197401260,1,B3734,"MIGROS-GENOSSENSCHAFTS-BUND, ZIRICH",MIGROSGENOSSENSCHAFTSBUND ZIRICH,,SWITZERLAND,CHE,G47,,,4495
264,197401261,1,B3946,NESTE OY,NESTE OY,,FINLAND,FIN,C19,,,2414
265,197401262,1,B4894,SCAPANEUS SA,SCAPANEUS SA,,GREECE,GRC,,,,9242
266,197401263,1,B2457,"STATE OF RIO DE JANEIRO,BRAZIL",STATE RIO DE JANEIROBRAZIL,,BRAZIL,BRA,O84,,,9999
267,197401264,1,B1448,"TOTAL, COMPAGNIE FRANGAISE DES PETROLES",TOTAL COMPAGNIE FRANGAISE DES PETROLES,,FRANCE,FRA,C19,,,2987
268,197401265,1,B5608,TRANSOCEAN NOS. 2 AND 4 PETROLEUM CARRIERS INC,TRANSOCEAN NOS 2 4 PETROLEUM CARRIERS INC,,HONG KONG,HKG,B06,,,750
269,197401266,1,B0057,"ACOS ANHANGUERA SA, BRAZIL",ACOS ANHANGUERA SA BRAZIL,,BRAZIL,BRA,,,,9127
270,197401267,1,B0171,ALCOA OF AUSTRALIA (WA) LIMITED,ALCOA AUSTRALIA WA LIMITED,,AUSTRALIA,AUS,B07,,,7166
271,197401268,1,B0292,ANGELICOUSSIS SHIPHOLDING GROUP LIMITED,ANGELICOUSSIS SHIPHOLDING GROUP LIMITED,,GREECE,GRC,H50,,,1388
272,197401269,1,B0293,ANGFARTYGSAKTIEBOLAGET TIRFING,ANGFARTYGSAKTIEBOLAGET TIRFING,,SWEDEN,SWE,,,,3869
273,197401269,2,B3565,MALMROS REDERI AB,MALMROS REDERI AB,,SWEDEN,SWE,,,,2236
274,197401269,3,B0490,A. JOHNSON & CO HAB,A JOHNSON CO HAB,,SWEDEN,SWE,,,,8138
275,197401269,4,B0206,ALMEDAHLS AB,ALMEDAHLS AB,,SWEDEN,SWE,,,,2284
276,197401270,1,B0468,AUTOPISTAS CONCESIONARIA ESPANOLA SA,AUTOPISTAS CONCESIONARIA ESPANOLA SA,,FRANCE,FRA,,,,8917
277,197401271,1,B0468,AUTOPISTAS CONCESIONARIA ESPANOLA SA,AUTOPISTAS CONCESIONARIA ESPANOLA SA,,FRANCE,FRA,,,,8917
278,197401272,1,B0542,BANCO CENTRAL DE LA REPUBLICA DOMINICANA,BANCO CENTRAL DE LA REPUBLICA DOMINICANA,,DOMINICAN REPUBLIC (THE),DOM,K64,,,10275
279,197401273,1,B1162,"CENTRAIS ELECTRICAS DE GOIAS, BRAZIL",CENTRAIS ELECTRICAS DE GOIAS BRAZIL,,BRAZIL,BRA,D35,,,8974
280,197401274,1,B1456,COMPAGNIE NATIONALE DU RHONE,COMPAGNIE NATIONALE DU RHONE,,FRANCE,FRA,E36,,,9488
281,197401275,1,B2673,"HANKOOK MACHINE INDUSTRIAL CO LTD, SOUTH KOREA",HANKOOK MACHINE INDUSTRIAL CO LTD SOUTH KOREA,,KOREA (THE REPUBLIC OF),KOR,C28,,,8383
282,197401276,1,B2487,THE REPUBLIC OF THE IVORY COAST,REPUBLIC IVORY COAST,,IVORY COAST,CIV,O84,,,552
283,197401277,1,B3690,METALURSKI KOMBINAT ZELJEZARA SISAK,METALURSKI KOMBINAT ZELJEZARA SISAK,,CROATIA,HRV,,,,3503
284,197401278,1,B3772,"MITSUBISHI INTERNATIONAL CORPORATION, NEW YORK",MITSUBISHI INTERNATIONAL CORPORATION NEW YORK,,JAPAN,JPN,K64,,,5755
285,197401279,1,B2501,NEW ZEALAND,NEW ZEALAND,,NEW ZEALAND,NZL,O84,,,5597
286,197401280,1,B4115,"OCCIDENTAL OF BRITAIN, INC",OCCIDENTAL BRITAIN INC,,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND (THE),GBR,,,,774
287,197401281,1,B4198,OUTOKUMPU OY,OUTOKUMPU OY,,FINLAND,FIN,C32,,,2423
288,197401282,1,B4435,POLIBRASIL SA,POLIBRASIL SA,,BRAZIL,BRA,C20,,,9230
289,197401283,1,B2555,REPUBLIC OF PORTUGAL,REPUBLIC PORTUGAL,,PORTUGAL,PRT,O84,,,556
290,197401284,1,B4497,"PROMET OFFSHORE GROUP, HONG KONG",PROMET OFFSHORE GROUP HONG KONG,,HONG KONG,HKG,H50,,,7117
291,197401285,1,B4896,SCHNEIDER SA,SCHNEIDER SA,,SOUTH AFRICA,ZAF,C28,,,9243
292,197401286,1,B2465,THE DEMOCRATIC REPUBLIC OF THE SUDAN,DEMOCRATIC REPUBLIC SUDAN,,SUDAN (THE),SDN,O84,,,630
293,197401287,1,B5381,"SUPERFOS A/S,DENMARK",SUPERFOS ASDENMARK,,DENMARK,DNK,C20,,,4730
294,197401288,1,B5541,THOMSON PIPER PETROLEUM LIMITED,THOMSON PIPER PETROLEUM LIMITED,,UNITED STATES OF AMERICA (THE),USA,C19,,,7509
295,197401289,1,B6072,"ZELJEZNICKO TRANSPORTNO PODUZECE, YUGOSLAVIA",ZELJEZNICKO TRANSPORTNO PODUZECE YUGOSLAVIA,,YUGOSLAVIA,YUG,,,,3512
296,197401290,1,B0638,BANCO NACIONAL DE OBRAS Y SERVICIOS PUBLICOS SA,BANCO NACIONAL DE OBRAS Y SERVICIOS PUBLICOS SA,,MEXICO,MEX,K64,,,10186
297,197401291,1,B0638,BANCO NACIONAL DE OBRAS Y SERVICIOS PUBLICOS SA,BANCO NACIONAL DE OBRAS Y SERVICIOS PUBLICOS SA,,MEXICO,MEX,K64,,,10186
298,197401292,1,B1080,"CAPUAVA CARBONOS INDUSTRIAIS LTDA, BRAZIL",CAPUAVA CARBONOS INDUSTRIAIS LTDA BRAZIL,,BRAZIL,BRA,,,,4108
299,197401293,1,B1751,DEPARTAMENTO NACIONAL DE ESTRADAS DE FERRO,DEPARTAMENTO NACIONAL DE ESTRADAS DE FERRO,,BRAZIL,BRA,O84,,,10580
300,197401294,1,B2543,HH THE RULER OF DUBAI,HH RULER DUBAI,,UNITED ARAB EMIRATES (THE),ARE,,,,2889
301,197401295,1,B3189,"ELSAM, DENMARK",ELSAM DENMARK,,DENMARK,DNK,D35,,,3265
302,197401296,1,B1989,EMPRESA NACIONAL DE LUZ Y FUERZA,EMPRESA NACIONAL DE LUZ Y FUERZA,,NICARAGUA,NIC,,,,10409
303,197401297,1,B2363,GEMINI MARITIME CORPORATION,GEMINI MARITIME CORPORATION,,,,H50,,,5746
304,197401298,1,B2783,HONG KONG AIR CARGO TERMINALS LTD,HONG KONG AIR CARGO TERMINALS LTD,,HONG KONG,HKG,H51,,,7130
305,197401299,1,B3278,KONINKLIJKE SCHOLTEN-HONIG NV,KONINKLIJKE SCHOLTENHONIG NV,,NETHERLANDS (THE),NLD,C17,,,2515
306,197401299,2,B3278,ROYAL SCHOLTEN-HONIG (HOLDINGS) LTD,ROYAL SCHOLTENHONIG HOLDINGS LTD,,NETHERLANDS (THE),NLD,C17,,,6825
307,197401300,1,B3607,MASSEY-FERGUSON,MASSEYFERGUSON,,CANADA,CAN,C28,,,4734
308,197401301,1,B3857,NAMHAE CHEMICAL CORPORATION,NAMHAE CHEMICAL CORPORATION,,KOREA (THE REPUBLIC OF),KOR,C20,,,5810
309,197401302,1,B4035,NORPIPE A/S,NORPIPE AS,,NORWAY,NOR,B06,,,2128
310,197401303,1,B4360,PETROLEO BRASILEIRO SA,PETROLEO BRASILEIRO SA,,BRAZIL,BRA,B06,,,8993
311,197401304,1,B4761,"RUDARSKO ELEKTRO ENERGETSKI KOMBINAT VELENJE TOZD SOSTANJ, YUGOSLAVIA",RUDARSKO ELEKTRO ENERGETSKI KOMBINAT VELENJE TOZD SOSTANJ YUGOSLAVIA,,YUGOSLAVIA,YUG,,,,3508
312,197401305,1,B4934,SEDIRAN DRILLING COMPANY,SEDIRAN DRILLING COMPANY,,UNITED STATES OF AMERICA (THE),USA,B06,,,8588
313,197401306,1,B5098,SOCIEDADE FINANCEIRA PORTUGUESA,SOCIEDADE FINANCEIRA PORTUGUESA,,PORTUGAL,PRT,K64,,,4024
314,197401307,1,B5362,"SUMSKO POLJOPRIVEDNO INDUSTRIJSKI KOMBINAT IVANJICA, YUGOSLAVIA",SUMSKO POLJOPRIVEDNO INDUSTRIJSKI KOMBINAT IVANJICA YUGOSLAVIA,,YUGOSLAVIA,YUG,,,,3510
315,197401308,1,B5570,"TONG YANG NYLON COMPANY LTD, KOREA",TONG YANG NYLON COMPANY LTD KOREA,,KOREA (THE REPUBLIC OF),KOR,C28,,,8407
316,197401309,1,B5726,UNION STEAM SHIP COMPANY OF NEW ZEALAND,UNION STEAM SHIP COMPANY NEW ZEALAND,,NEW ZEALAND,NZL,H50,,,5623
317,197501001,1,B0039,ABU DHABI TELEGRAPH AND TELEPHONE COMPANY LIMITED,ABU DHABI TELEGRAPH TELEPHONE COMPANY LIMITED,,UNITED ARAB EMIRATES (THE),ARE,J61,,,8600
318,197501002,1,B0213,ALTOS HORNOS DE MEXICO SA,ALTOS HORNOS DE MEXICO SA,,MEXICO,MEX,B07,,,9537
319,197501003,1,B0543,BANCO CENTRAL DE RESERVA DE EL SALVADOR,BANCO CENTRAL DE RESERVA DE EL SALVADOR,,EL SALVADOR,SLV,K64,,,10276
320,197501004,1,B0683,BANK HANDLOWY W WARSZAWIE SA,BANK HANDLOWY W WARSZAWIE SA,,POLAND,POL,K64,,,233
321,197501005,1,B2457,THE FEDERATIVE REPUBLIC OF BRAZIL,FEDERATIVE REPUBLIC BRAZIL,,BRAZIL,BRA,O84,,,564
322,197501006,1,B1289,CTDC (HONG KONG) LIMITED,CTDC HONG KONG LIMITED,,HONG KONG,HKG,,,,7107
323,197501007,1,B1752,DEPARTAMENTO NACIONAL DE ESTRADAS DE RODAGEM,DEPARTAMENTO NACIONAL DE ESTRADAS DE RODAGEM,,BRAZIL,BRA,H49,,,10579
324,197501008,1,B1924,ELECTRICITY SUPPLY BOARD,ELECTRICITY SUPPLY BOARD,,IRELAND,IRL,D35,,,1955
325,197501009,1,B1937,ELEKTROPRIVREDA ZAGREB,ELEKTROPRIVREDA ZAGREB,,YUGOSLAVIA,YUG,,,,3499
326,197501009,2,B4884,SAVSKE ELEKTRARNE LJUBLJANA,SAVSKE ELEKTRARNE LJUBLJANA,,YUGOSLAVIA,YUG,,,,3807
327,197501010,1,B2476,THE GOVERNMENT OF GUYANA,GOVERNMENT GUYANA,,GUYANA,GUY,O84,,,1869
328,197501011,1,B3847,NABISCO INC,NABISCO INC,,UNITED STATES OF AMERICA (THE),USA,C10,,,929
329,197501012,1,B3850,NACIONAL FINANCIERA SA,NACIONAL FINANCIERA SA,,MEXICO,MEX,K64,,,10380
330,197501013,1,B4921,SEASPEED FERRIES GROUP,SEASPEED FERRIES GROUP,,IRELAND,IRL,,,,1434
331,197501014,1,B4951,SERVICIOS ELECTRICOS DEL GRAN BUENOS AIRES,SERVICIOS ELECTRICOS DEL GRAN BUENOS AIRES,,ARGENTINA,ARG,D35,,,2937
332,197501015,1,B5632,TRINITY MARITIME CORPORATION,TRINITY MARITIME CORPORATION,,UNITED STATES OF AMERICA (THE),USA,C30,,,5744
333,197501016,1,B5532,"THE WICKES CORPORATION, CALIFORNIA",WICKES CORPORATION CALIFORNIA,,UNITED STATES OF AMERICA (THE),USA,J61,,,5836
334,197502001,1,B0543,BANCO CENTRAL DE RESERVA DE EL SALVADOR,BANCO CENTRAL DE RESERVA DE EL SALVADOR,,EL SALVADOR,SLV,K64,,,10276
335,197502002,1,B1415,COMISION FEDERAL DE ELECTRICIDAD,COMISION FEDERAL DE ELECTRICIDAD,,MEXICO,MEX,D35,,,10597
336,197502003,1,B1491,COMPANHIA TELEFONICA BRASILEIRA,COMPANHIA TELEFONICA BRASILEIRA,,BRAZIL,BRA,J61,,,2814
337,197502004,1,B1500,COMPANIA ITALO-ARGENTINA DE ELECTRICIDAD SA,COMPANIA ITALOARGENTINA DE ELECTRICIDAD SA,,ARGENTINA,ARG,D35,,,10621
338,197502005,1,B2466,THE COPENHAGEN COUNTY AUTHORITY,COPENHAGEN COUNTY AUTHORITY,,DENMARK,DNK,O84,,,2566
339,197502006,1,B1934,ELEKTRICITETSSELKABET ISEFJORDVAERKT INTERESSENTSKAB,ELEKTRICITETSSELKABET ISEFJORDVAERKT INTERESSENTSKAB,,DENMARK,DNK,,,,3357
340,197502007,1,B3024,INTERNATIONAL HARVESTER COMPANY,INTERNATIONAL HARVESTER COMPANY,,UNITED STATES OF AMERICA (THE),USA,C28,,,5502
341,197502008,1,B3279,KOOPERATIVA FORBUNDET,KOOPERATIVA FORBUNDET,,SWEDEN,SWE,G47,,,3823
342,197502009,1,B2496,MEXICO,MEXICO,,MEXICO,MEX,O84,,,9351
343,197502010,1,B3911,NATIONAL POWER CORPORATION,NATIONAL POWER CORPORATION,,PHILIPPINES,PHL,D35,,,32
344,197502011,1,B4360,PETROBRAS,PETROBRAS,,BRAZIL,BRA,B08,,,3851
345,197502012,1,B5437,TARMAC,TARMAC,,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND (THE),GBR,F43,,,4741
346,197502013,1,B5651,TUSCON GAS AND ELECTRIC COMPANY,TUSCON GAS ELECTRIC COMPANY,,UNITED STATES OF AMERICA (THE),USA,D35,,,8764
347,197503001,1,B0679,BANK FOR FOREIGN TRADE OF THE USSR,BANK FOREIGN TRADE USSR,,USSR,SUN,K64,,,176
348,197503002,1,B1480,COMPANHIA GERAL DE CAL E CIMENTO,COMPANHIA GERAL DE CAL E CIMENTO,,PORTUGAL,PRT,F41,,,9737
349,197503003,1,B1492,"COMPANHIA VALE DO RIO DOCE, BRAZIL",COMPANHIA VALE DO RIO DOCE BRAZIL,,BRAZIL,BRA,B07,,,9994
